Configuration 3:  

(using maxima)

1 - 2 	 T:  0.8400000000000001
30 - 149 	 T/2:  0.43831932773109245
30 - 151 	 T/2:  0.43904958677685957
30 - 153 	 T/2:  0.43894308943089433
30 - 155 	 T/2:  0.43852
30 - 157 	 T/2:  0.43850393700787405
30 - 159 	 T/2:  0.439031007751938
30 - 161 	 T/2:  0.4390458015267176
30 - 163 	 T/2:  0.4390225563909775
30 - 165 	 T/2:  0.43900000000000006
30 - 167 	 T/2:  0.4390510948905109
30 - 169 	 T/2:  0.43899280575539573
30 - 171 	 T/2:  0.43890070921985813
30 - 173 	 T/2:  0.4390209790209791
30 - 175 	 T/2:  0.4389655172413793
30 - 177 	 T/2:  0.4389795918367347
30 - 179 	 T/2:  0.43892617449664423
30 - 181 	 T/2:  0.43900662251655626
30 - 183 	 T/2:  0.4389869281045751
30 - 185 	 T/2:  0.4389677419354838
30 - 187 	 T/2:  0.4389171974522293
30 - 189 	 T/2:  0.43889937106918236
30 - 191 	 T/2:  0.43906832298136644
30 - 193 	 T/2:  0.4387116564417177
30 - 195 	 T/2:  0.4389393939393939
30 - 197 	 T/2:  0.43892215568862275
30 - 199 	 T/2:  0.43890532544378696
30 - 201 	 T/2:  0.4388888888888889
30 - 203 	 T/2:  0.4389017341040462
30 - 205 	 T/2:  0.43891428571428565
30 - 207 	 T/2:  0.4388135593220338
30 - 209 	 T/2:  0.43882681564245807
30 - 211 	 T/2:  0.4389226519337016
30 - 213 	 T/2:  0.438879781420765
30 - 215 	 T/2:  0.4389189189189189
30 - 217 	 T/2:  0.43890374331550797
30 - 219 	 T/2:  0.4389153439153439
30 - 221 	 T/2:  0.43879581151832453
30 - 223 	 T/2:  0.4388341968911917
30 - 225 	 T/2:  0.43887179487179484
30 - 227 	 T/2:  0.4389340101522843
31 - 32 	 T/2:  0.4299999999999997
31 - 34 	 T/2:  0.4383333333333332
31 - 36 	 T/2:  0.4389999999999997
31 - 38 	 T/2:  0.43857142857142833
31 - 40 	 T/2:  0.43944444444444447
31 - 42 	 T/2:  0.4390909090909091
31 - 44 	 T/2:  0.43923076923076915
31 - 46 	 T/2:  0.4393333333333332
31 - 48 	 T/2:  0.4394117647058824
31 - 50 	 T/2:  0.4392105263157895
31 - 52 	 T/2:  0.4390476190476191
31 - 54 	 T/2:  0.43913043478260866
31 - 56 	 T/2:  0.4391999999999999
31 - 58 	 T/2:  0.439074074074074
31 - 60 	 T/2:  0.4389655172413793
31 - 62 	 T/2:  0.43903225806451607
31 - 64 	 T/2:  0.4392424242424242
31 - 66 	 T/2:  0.4392857142857142
31 - 68 	 T/2:  0.4393243243243244
31 - 70 	 T/2:  0.4391025641025641
31 - 72 	 T/2:  0.4392682926829268
31 - 74 	 T/2:  0.43918604651162785
31 - 76 	 T/2:  0.43911111111111106
31 - 78 	 T/2:  0.4390425531914893
31 - 80 	 T/2:  0.43897959183673463
31 - 82 	 T/2:  0.4392156862745098
31 - 84 	 T/2:  0.43924528301886795
31 - 86 	 T/2:  0.43900000000000006
31 - 88 	 T/2:  0.43921052631578955
31 - 90 	 T/2:  0.4389830508474576
31 - 92 	 T/2:  0.43918032786885247
31 - 94 	 T/2:  0.4391269841269841
31 - 96 	 T/2:  0.43900000000000006
31 - 98 	 T/2:  0.43902985074626866
31 - 100 	 T/2:  0.43920289855072464
31 - 102 	 T/2:  0.43915492957746477
31 - 104 	 T/2:  0.43910958904109587
31 - 106 	 T/2:  0.4391333333333334
31 - 108 	 T/2:  0.43902597402597404
31 - 110 	 T/2:  0.4391139240506329
31 - 112 	 T/2:  0.4390123456790124
31 - 114 	 T/2:  0.4390963855421687
31 - 116 	 T/2:  0.43899999999999995
31 - 118 	 T/2:  0.43913793103448273
31 - 120 	 T/2:  0.43904494382022474
31 - 122 	 T/2:  0.439065934065934
31 - 124 	 T/2:  0.4390322580645161
31 - 126 	 T/2:  0.43905263157894736
31 - 128 	 T/2:  0.4389175257731959
31 - 130 	 T/2:  0.438989898989899
31 - 132 	 T/2:  0.43905940594059406
31 - 134 	 T/2:  0.43907766990291264
31 - 136 	 T/2:  0.4390476190476191
31 - 138 	 T/2:  0.43892523364485986
31 - 140 	 T/2:  0.4389908256880734
31 - 142 	 T/2:  0.43905405405405407
31 - 144 	 T/2:  0.4389380530973451
31 - 146 	 T/2:  0.439
31 - 148 	 T/2:  0.439017094017094
31 - 150 	 T/2:  0.43903361344537817
31 - 152 	 T/2:  0.4389669421487603
31 - 154 	 T/2:  0.43902439024390244
31 - 156 	 T/2:  0.43896
31 - 158 	 T/2:  0.4388976377952756
31 - 160 	 T/2:  0.438953488372093
31 - 162 	 T/2:  0.4388931297709924
31 - 164 	 T/2:  0.43890977443609025
31 - 166 	 T/2:  0.439
31 - 168 	 T/2:  0.43901459854014596
31 - 170 	 T/2:  0.43892086330935254
31 - 172 	 T/2:  0.438936170212766
31 - 174 	 T/2:  0.4388811188811189
31 - 176 	 T/2:  0.43889655172413794
31 - 178 	 T/2:  0.43894557823129254
31 - 180 	 T/2:  0.43895973154362417
31 - 182 	 T/2:  0.43887417218543046
31 - 184 	 T/2:  0.43895424836601304
31 - 186 	 T/2:  0.43896774193548393
31 - 188 	 T/2:  0.4388535031847134
31 - 190 	 T/2:  0.43889937106918236
31 - 192 	 T/2:  0.43885093167701866
31 - 194 	 T/2:  0.43892638036809817
31 - 196 	 T/2:  0.4388484848484848
31 - 198 	 T/2:  0.43889221556886227
31 - 200 	 T/2:  0.4388757396449704
31 - 202 	 T/2:  0.4388888888888889
31 - 204 	 T/2:  0.43884393063583815
31 - 206 	 T/2:  0.4389142857142857
31 - 208 	 T/2:  0.43884180790960453
31 - 210 	 T/2:  0.43891061452513963
31 - 212 	 T/2:  0.4389226519337017
31 - 214 	 T/2:  0.4388251366120219
31 - 216 	 T/2:  0.43886486486486487
31 - 218 	 T/2:  0.43893048128342244
31 - 220 	 T/2:  0.4388624338624339
31 - 222 	 T/2:  0.43879581151832464
31 - 224 	 T/2:  0.438860103626943
31 - 226 	 T/2:  0.43887179487179484
31 - 228 	 T/2:  0.4388071065989848
32 - 33 	 T/2:  0.4399999999999995
32 - 35 	 T/2:  0.4400000000000001
32 - 37 	 T/2:  0.441
32 - 39 	 T/2:  0.44
32 - 41 	 T/2:  0.4399999999999999
32 - 43 	 T/2:  0.4390909090909091
32 - 45 	 T/2:  0.44000000000000006
32 - 47 	 T/2:  0.4396666666666667
32 - 49 	 T/2:  0.43999999999999995
32 - 51 	 T/2:  0.4397368421052631
32 - 53 	 T/2:  0.4395238095238095
32 - 55 	 T/2:  0.4395652173913044
32 - 57 	 T/2:  0.4391999999999999
32 - 59 	 T/2:  0.4396296296296296
32 - 61 	 T/2:  0.43948275862068964
32 - 63 	 T/2:  0.439516129032258
32 - 65 	 T/2:  0.43939393939393934
32 - 67 	 T/2:  0.43942857142857145
32 - 69 	 T/2:  0.4391891891891892
32 - 71 	 T/2:  0.4393589743589743
32 - 73 	 T/2:  0.4395121951219513
32 - 75 	 T/2:  0.43930232558139537
32 - 77 	 T/2:  0.4393333333333334
32 - 79 	 T/2:  0.43936170212765957
32 - 81 	 T/2:  0.43938775510204087
32 - 83 	 T/2:  0.4393137254901961
32 - 85 	 T/2:  0.44
32 - 87 	 T/2:  0.43936363636363635
32 - 89 	 T/2:  0.43912280701754386
32 - 91 	 T/2:  0.4392372881355932
32 - 93 	 T/2:  0.43836065573770494
32 - 95 	 T/2:  0.4391269841269841
32 - 97 	 T/2:  0.4392307692307693
32 - 99 	 T/2:  0.439179104477612
32 - 101 	 T/2:  0.4386956521739131
32 - 103 	 T/2:  0.4395070422535211
32 - 105 	 T/2:  0.4392465753424658
32 - 107 	 T/2:  0.4392666666666667
32 - 109 	 T/2:  0.4388311688311688
32 - 111 	 T/2:  0.43924050632911393
32 - 113 	 T/2:  0.4391358024691358
32 - 115 	 T/2:  0.4392168674698795
32 - 117 	 T/2:  0.43858823529411767
32 - 119 	 T/2:  0.43879310344827593
32 - 121 	 T/2:  0.4393258426966292
32 - 123 	 T/2:  0.43917582417582424
32 - 125 	 T/2:  0.4386559139784946
32 - 127 	 T/2:  0.4391052631578948
32 - 129 	 T/2:  0.4387113402061856
32 - 131 	 T/2:  0.43914141414141417
32 - 133 	 T/2:  0.43886138613861386
32 - 135 	 T/2:  0.43898058252427186
32 - 137 	 T/2:  0.43909523809523815
32 - 139 	 T/2:  0.43911214953271027
32 - 141 	 T/2:  0.43830275229357796
32 - 143 	 T/2:  0.439009009009009
32 - 145 	 T/2:  0.43911504424778763
32 - 147 	 T/2:  0.438304347826087
32 - 149 	 T/2:  0.43833333333333335
32 - 151 	 T/2:  0.4390756302521009
32 - 153 	 T/2:  0.43896694214876036
32 - 155 	 T/2:  0.4385365853658537
32 - 157 	 T/2:  0.43852
32 - 159 	 T/2:  0.43905511811023623
32 - 161 	 T/2:  0.43906976744186055
32 - 163 	 T/2:  0.4390458015267176
32 - 165 	 T/2:  0.4390225563909775
32 - 167 	 T/2:  0.43907407407407406
32 - 169 	 T/2:  0.439014598540146
32 - 171 	 T/2:  0.4389208633093525
32 - 173 	 T/2:  0.43904255319148944
32 - 175 	 T/2:  0.438986013986014
32 - 177 	 T/2:  0.43900000000000006
32 - 179 	 T/2:  0.43894557823129243
32 - 181 	 T/2:  0.4390268456375838
32 - 183 	 T/2:  0.43900662251655626
32 - 185 	 T/2:  0.4389869281045751
32 - 187 	 T/2:  0.4389354838709677
32 - 189 	 T/2:  0.4389171974522293
32 - 191 	 T/2:  0.4390880503144654
32 - 193 	 T/2:  0.4387267080745341
32 - 195 	 T/2:  0.4389570552147239
32 - 197 	 T/2:  0.4389393939393939
32 - 199 	 T/2:  0.43892215568862275
32 - 201 	 T/2:  0.43890532544378696
32 - 203 	 T/2:  0.4389181286549707
32 - 205 	 T/2:  0.43893063583815023
32 - 207 	 T/2:  0.43882857142857135
32 - 209 	 T/2:  0.43884180790960453
32 - 211 	 T/2:  0.4389385474860335
32 - 213 	 T/2:  0.4388950276243094
32 - 215 	 T/2:  0.4389344262295081
32 - 217 	 T/2:  0.4389189189189189
32 - 219 	 T/2:  0.43893048128342244
32 - 221 	 T/2:  0.43880952380952376
32 - 223 	 T/2:  0.438848167539267
32 - 225 	 T/2:  0.4388860103626943
32 - 227 	 T/2:  0.4389487179487179
33 - 34 	 T/2:  0.4450000000000003
33 - 36 	 T/2:  0.44166666666666643
33 - 38 	 T/2:  0.43999999999999984
33 - 40 	 T/2:  0.44071428571428584
33 - 42 	 T/2:  0.4400000000000001
33 - 44 	 T/2:  0.44
33 - 46 	 T/2:  0.4399999999999999
33 - 48 	 T/2:  0.4400000000000001
33 - 50 	 T/2:  0.4397058823529413
33 - 52 	 T/2:  0.4394736842105264
33 - 54 	 T/2:  0.43952380952380954
33 - 56 	 T/2:  0.43956521739130433
33 - 58 	 T/2:  0.43939999999999996
33 - 60 	 T/2:  0.43925925925925924
33 - 62 	 T/2:  0.43931034482758613
33 - 64 	 T/2:  0.43951612903225806
33 - 66 	 T/2:  0.4395454545454545
33 - 68 	 T/2:  0.4395714285714286
33 - 70 	 T/2:  0.4393243243243243
33 - 72 	 T/2:  0.4394871794871795
33 - 74 	 T/2:  0.43939024390243897
33 - 76 	 T/2:  0.43930232558139526
33 - 78 	 T/2:  0.4392222222222222
33 - 80 	 T/2:  0.4391489361702127
33 - 82 	 T/2:  0.43938775510204076
33 - 84 	 T/2:  0.43941176470588234
33 - 86 	 T/2:  0.43915094339622646
33 - 88 	 T/2:  0.4393636363636364
33 - 90 	 T/2:  0.4391228070175438
33 - 92 	 T/2:  0.43932203389830504
33 - 94 	 T/2:  0.4392622950819672
33 - 96 	 T/2:  0.43912698412698414
33 - 98 	 T/2:  0.4391538461538461
33 - 100 	 T/2:  0.4393283582089552
33 - 102 	 T/2:  0.43927536231884057
33 - 104 	 T/2:  0.43922535211267605
33 - 106 	 T/2:  0.4392465753424657
33 - 108 	 T/2:  0.4391333333333334
33 - 110 	 T/2:  0.4392207792207791
33 - 112 	 T/2:  0.4391139240506329
33 - 114 	 T/2:  0.43919753086419755
33 - 116 	 T/2:  0.43909638554216857
33 - 118 	 T/2:  0.439235294117647
33 - 120 	 T/2:  0.43913793103448273
33 - 122 	 T/2:  0.43915730337078646
33 - 124 	 T/2:  0.43912087912087905
33 - 126 	 T/2:  0.4391397849462366
33 - 128 	 T/2:  0.439
33 - 130 	 T/2:  0.43907216494845364
33 - 132 	 T/2:  0.4391414141414141
33 - 134 	 T/2:  0.4391584158415842
33 - 136 	 T/2:  0.43912621359223303
33 - 138 	 T/2:  0.439
33 - 140 	 T/2:  0.4390654205607477
33 - 142 	 T/2:  0.4391284403669724
33 - 144 	 T/2:  0.439009009009009
33 - 146 	 T/2:  0.43907079646017694
33 - 148 	 T/2:  0.43908695652173907
33 - 150 	 T/2:  0.4391025641025641
33 - 152 	 T/2:  0.43903361344537806
33 - 154 	 T/2:  0.43909090909090903
33 - 156 	 T/2:  0.43902439024390244
33 - 158 	 T/2:  0.4389599999999999
33 - 160 	 T/2:  0.439015748031496
33 - 162 	 T/2:  0.438953488372093
33 - 164 	 T/2:  0.4389694656488549
33 - 166 	 T/2:  0.4390601503759398
33 - 168 	 T/2:  0.439074074074074
33 - 170 	 T/2:  0.438978102189781
33 - 172 	 T/2:  0.4389928057553957
33 - 174 	 T/2:  0.438936170212766
33 - 176 	 T/2:  0.4389510489510489
33 - 178 	 T/2:  0.439
33 - 180 	 T/2:  0.4390136054421768
33 - 182 	 T/2:  0.43892617449664423
33 - 184 	 T/2:  0.43900662251655626
33 - 186 	 T/2:  0.43901960784313726
33 - 188 	 T/2:  0.43890322580645164
33 - 190 	 T/2:  0.4389490445859872
33 - 192 	 T/2:  0.43889937106918236
33 - 194 	 T/2:  0.4389751552795031
33 - 196 	 T/2:  0.43889570552147233
33 - 198 	 T/2:  0.4389393939393939
33 - 200 	 T/2:  0.43892215568862275
33 - 202 	 T/2:  0.43893491124260353
33 - 204 	 T/2:  0.4388888888888889
33 - 206 	 T/2:  0.4389595375722543
33 - 208 	 T/2:  0.43888571428571427
33 - 210 	 T/2:  0.438954802259887
33 - 212 	 T/2:  0.4389664804469274
33 - 214 	 T/2:  0.43886740331491714
33 - 216 	 T/2:  0.4389071038251366
33 - 218 	 T/2:  0.43897297297297294
33 - 220 	 T/2:  0.438903743315508
33 - 222 	 T/2:  0.4388359788359788
33 - 224 	 T/2:  0.4389005235602094
33 - 226 	 T/2:  0.43891191709844557
33 - 228 	 T/2:  0.4388461538461539
34 - 35 	 T/2:  0.4350000000000005
34 - 37 	 T/2:  0.4400000000000001
34 - 39 	 T/2:  0.43900000000000006
34 - 41 	 T/2:  0.43928571428571417
34 - 43 	 T/2:  0.43833333333333335
34 - 45 	 T/2:  0.43954545454545463
34 - 47 	 T/2:  0.4392307692307693
34 - 49 	 T/2:  0.4396666666666666
34 - 51 	 T/2:  0.4394117647058823
34 - 53 	 T/2:  0.43921052631578944
34 - 55 	 T/2:  0.43928571428571433
34 - 57 	 T/2:  0.4389130434782608
34 - 59 	 T/2:  0.43939999999999996
34 - 61 	 T/2:  0.43925925925925924
34 - 63 	 T/2:  0.43931034482758613
34 - 65 	 T/2:  0.43919354838709673
34 - 67 	 T/2:  0.43924242424242427
34 - 69 	 T/2:  0.43899999999999995
34 - 71 	 T/2:  0.4391891891891892
34 - 73 	 T/2:  0.4393589743589744
34 - 75 	 T/2:  0.43914634146341464
34 - 77 	 T/2:  0.43918604651162796
34 - 79 	 T/2:  0.4392222222222222
34 - 81 	 T/2:  0.4392553191489362
34 - 83 	 T/2:  0.43918367346938775
34 - 85 	 T/2:  0.4399019607843137
34 - 87 	 T/2:  0.4392452830188679
34 - 89 	 T/2:  0.439
34 - 91 	 T/2:  0.4391228070175438
34 - 93 	 T/2:  0.43822033898305085
34 - 95 	 T/2:  0.4390163934426229
34 - 97 	 T/2:  0.43912698412698414
34 - 99 	 T/2:  0.43907692307692314
34 - 101 	 T/2:  0.4385820895522388
34 - 103 	 T/2:  0.4394202898550724
34 - 105 	 T/2:  0.4391549295774648
34 - 107 	 T/2:  0.43917808219178084
34 - 109 	 T/2:  0.43873333333333336
34 - 111 	 T/2:  0.43915584415584413
34 - 113 	 T/2:  0.43905063291139246
34 - 115 	 T/2:  0.4391358024691357
34 - 117 	 T/2:  0.4384939759036144
34 - 119 	 T/2:  0.4387058823529412
34 - 121 	 T/2:  0.4392528735632184
34 - 123 	 T/2:  0.43910112359550557
34 - 125 	 T/2:  0.43857142857142856
34 - 127 	 T/2:  0.4390322580645161
34 - 129 	 T/2:  0.43863157894736843
34 - 131 	 T/2:  0.43907216494845364
34 - 133 	 T/2:  0.4387878787878788
34 - 135 	 T/2:  0.4389108910891089
34 - 137 	 T/2:  0.43902912621359225
34 - 139 	 T/2:  0.439047619047619
34 - 141 	 T/2:  0.43822429906542054
34 - 143 	 T/2:  0.43894495412844037
34 - 145 	 T/2:  0.43905405405405407
34 - 147 	 T/2:  0.4382300884955753
34 - 149 	 T/2:  0.4382608695652174
34 - 151 	 T/2:  0.4390170940170941
34 - 153 	 T/2:  0.4389075630252101
34 - 155 	 T/2:  0.43847107438016536
34 - 157 	 T/2:  0.4384552845528456
34 - 159 	 T/2:  0.439
34 - 161 	 T/2:  0.4390157480314961
34 - 163 	 T/2:  0.4389922480620156
34 - 165 	 T/2:  0.43896946564885503
34 - 167 	 T/2:  0.4390225563909774
34 - 169 	 T/2:  0.438962962962963
34 - 171 	 T/2:  0.43886861313868614
34 - 173 	 T/2:  0.43899280575539573
34 - 175 	 T/2:  0.438936170212766
34 - 177 	 T/2:  0.438951048951049
34 - 179 	 T/2:  0.43889655172413794
34 - 181 	 T/2:  0.4389795918367347
34 - 183 	 T/2:  0.43895973154362417
34 - 185 	 T/2:  0.4389403973509934
34 - 187 	 T/2:  0.43888888888888894
34 - 189 	 T/2:  0.4388709677419355
34 - 191 	 T/2:  0.4390445859872612
34 - 193 	 T/2:  0.4386792452830189
34 - 195 	 T/2:  0.43891304347826093
34 - 197 	 T/2:  0.43889570552147245
34 - 199 	 T/2:  0.4388787878787879
34 - 201 	 T/2:  0.43886227544910184
34 - 203 	 T/2:  0.4388757396449704
34 - 205 	 T/2:  0.4388888888888889
34 - 207 	 T/2:  0.43878612716763005
34 - 209 	 T/2:  0.4388
34 - 211 	 T/2:  0.43889830508474575
34 - 213 	 T/2:  0.438854748603352
34 - 215 	 T/2:  0.4388950276243094
34 - 217 	 T/2:  0.438879781420765
34 - 219 	 T/2:  0.4388918918918919
34 - 221 	 T/2:  0.43877005347593584
34 - 223 	 T/2:  0.4388095238095238
34 - 225 	 T/2:  0.43884816753926703
34 - 227 	 T/2:  0.4389119170984456
35 - 36 	 T/2:  0.4449999999999985
35 - 38 	 T/2:  0.4399999999999995
35 - 40 	 T/2:  0.441
35 - 42 	 T/2:  0.44
35 - 44 	 T/2:  0.4399999999999999
35 - 46 	 T/2:  0.43999999999999984
35 - 48 	 T/2:  0.44000000000000006
35 - 50 	 T/2:  0.4396666666666667
35 - 52 	 T/2:  0.4394117647058824
35 - 54 	 T/2:  0.4394736842105263
35 - 56 	 T/2:  0.4395238095238095
35 - 58 	 T/2:  0.43934782608695644
35 - 60 	 T/2:  0.4391999999999999
35 - 62 	 T/2:  0.4392592592592592
35 - 64 	 T/2:  0.43948275862068964
35 - 66 	 T/2:  0.439516129032258
35 - 68 	 T/2:  0.4395454545454546
35 - 70 	 T/2:  0.4392857142857142
35 - 72 	 T/2:  0.4394594594594594
35 - 74 	 T/2:  0.4393589743589743
35 - 76 	 T/2:  0.4392682926829268
35 - 78 	 T/2:  0.43918604651162785
35 - 80 	 T/2:  0.43911111111111106
35 - 82 	 T/2:  0.43936170212765957
35 - 84 	 T/2:  0.43938775510204087
35 - 86 	 T/2:  0.4391176470588236
35 - 88 	 T/2:  0.4393396226415095
35 - 90 	 T/2:  0.4390909090909091
35 - 92 	 T/2:  0.4392982456140351
35 - 94 	 T/2:  0.4392372881355932
35 - 96 	 T/2:  0.43909836065573776
35 - 98 	 T/2:  0.4391269841269841
35 - 100 	 T/2:  0.4393076923076923
35 - 102 	 T/2:  0.4392537313432836
35 - 104 	 T/2:  0.43920289855072464
35 - 106 	 T/2:  0.4392253521126761
35 - 108 	 T/2:  0.43910958904109587
35 - 110 	 T/2:  0.4392
35 - 112 	 T/2:  0.43909090909090914
35 - 114 	 T/2:  0.4391772151898734
35 - 116 	 T/2:  0.43907407407407406
35 - 118 	 T/2:  0.4392168674698795
35 - 120 	 T/2:  0.43911764705882356
35 - 122 	 T/2:  0.43913793103448273
35 - 124 	 T/2:  0.43910112359550557
35 - 126 	 T/2:  0.4391208791208791
35 - 128 	 T/2:  0.43897849462365596
35 - 130 	 T/2:  0.43905263157894736
35 - 132 	 T/2:  0.43912371134020617
35 - 134 	 T/2:  0.43914141414141417
35 - 136 	 T/2:  0.4391089108910891
35 - 138 	 T/2:  0.43898058252427186
35 - 140 	 T/2:  0.4390476190476191
35 - 142 	 T/2:  0.43911214953271027
35 - 144 	 T/2:  0.4389908256880734
35 - 146 	 T/2:  0.43905405405405407
35 - 148 	 T/2:  0.43907079646017694
35 - 150 	 T/2:  0.4390869565217392
35 - 152 	 T/2:  0.439017094017094
35 - 154 	 T/2:  0.43907563025210083
35 - 156 	 T/2:  0.43900826446280994
35 - 158 	 T/2:  0.4389430894308943
35 - 160 	 T/2:  0.439
35 - 162 	 T/2:  0.4389370078740158
35 - 164 	 T/2:  0.438953488372093
35 - 166 	 T/2:  0.43904580152671757
35 - 168 	 T/2:  0.4390601503759398
35 - 170 	 T/2:  0.438962962962963
35 - 172 	 T/2:  0.438978102189781
35 - 174 	 T/2:  0.43892086330935254
35 - 176 	 T/2:  0.438936170212766
35 - 178 	 T/2:  0.438986013986014
35 - 180 	 T/2:  0.439
35 - 182 	 T/2:  0.4389115646258503
35 - 184 	 T/2:  0.438993288590604
35 - 186 	 T/2:  0.4390066225165563
35 - 188 	 T/2:  0.43888888888888894
35 - 190 	 T/2:  0.4389354838709677
35 - 192 	 T/2:  0.43888535031847137
35 - 194 	 T/2:  0.4389622641509434
35 - 196 	 T/2:  0.43888198757763974
35 - 198 	 T/2:  0.43892638036809817
35 - 200 	 T/2:  0.4389090909090909
35 - 202 	 T/2:  0.43892215568862275
35 - 204 	 T/2:  0.4388757396449704
35 - 206 	 T/2:  0.43894736842105264
35 - 208 	 T/2:  0.4388728323699422
35 - 210 	 T/2:  0.43894285714285713
35 - 212 	 T/2:  0.43895480225988703
35 - 214 	 T/2:  0.438854748603352
35 - 216 	 T/2:  0.4388950276243094
35 - 218 	 T/2:  0.43896174863387977
35 - 220 	 T/2:  0.4388918918918919
35 - 222 	 T/2:  0.4388235294117647
35 - 224 	 T/2:  0.4388888888888889
35 - 226 	 T/2:  0.4389005235602094
35 - 228 	 T/2:  0.43883419689119174
36 - 37 	 T/2:  0.4400000000000013
36 - 39 	 T/2:  0.43833333333333374
36 - 41 	 T/2:  0.43900000000000006
36 - 43 	 T/2:  0.43785714285714306
36 - 45 	 T/2:  0.43944444444444464
36 - 47 	 T/2:  0.43909090909090925
36 - 49 	 T/2:  0.43961538461538463
36 - 51 	 T/2:  0.4393333333333333
36 - 53 	 T/2:  0.4391176470588235
36 - 55 	 T/2:  0.4392105263157896
36 - 57 	 T/2:  0.4388095238095238
36 - 59 	 T/2:  0.43934782608695655
36 - 61 	 T/2:  0.43920000000000003
36 - 63 	 T/2:  0.43925925925925924
36 - 65 	 T/2:  0.43913793103448273
36 - 67 	 T/2:  0.43919354838709684
36 - 69 	 T/2:  0.4389393939393939
36 - 71 	 T/2:  0.43914285714285717
36 - 73 	 T/2:  0.4393243243243244
36 - 75 	 T/2:  0.4391025641025641
36 - 77 	 T/2:  0.4391463414634147
36 - 79 	 T/2:  0.43918604651162785
36 - 81 	 T/2:  0.43922222222222224
36 - 83 	 T/2:  0.4391489361702128
36 - 85 	 T/2:  0.43989795918367347
36 - 87 	 T/2:  0.4392156862745098
36 - 89 	 T/2:  0.4389622641509434
36 - 91 	 T/2:  0.4390909090909091
36 - 93 	 T/2:  0.43815789473684214
36 - 95 	 T/2:  0.4389830508474576
36 - 97 	 T/2:  0.43909836065573776
36 - 99 	 T/2:  0.43904761904761913
36 - 101 	 T/2:  0.4385384615384616
36 - 103 	 T/2:  0.43940298507462683
36 - 105 	 T/2:  0.43913043478260877
36 - 107 	 T/2:  0.43915492957746477
36 - 109 	 T/2:  0.4386986301369863
36 - 111 	 T/2:  0.4391333333333334
36 - 113 	 T/2:  0.43902597402597404
36 - 115 	 T/2:  0.4391139240506329
36 - 117 	 T/2:  0.4384567901234568
36 - 119 	 T/2:  0.4386746987951808
36 - 121 	 T/2:  0.43923529411764706
36 - 123 	 T/2:  0.43908045977011495
36 - 125 	 T/2:  0.4385393258426966
36 - 127 	 T/2:  0.43901098901098906
36 - 129 	 T/2:  0.4386021505376344
36 - 131 	 T/2:  0.43905263157894736
36 - 133 	 T/2:  0.43876288659793816
36 - 135 	 T/2:  0.43888888888888894
36 - 137 	 T/2:  0.43900990099009907
36 - 139 	 T/2:  0.43902912621359225
36 - 141 	 T/2:  0.4381904761904762
36 - 143 	 T/2:  0.43892523364485986
36 - 145 	 T/2:  0.43903669724770644
36 - 147 	 T/2:  0.4381981981981983
36 - 149 	 T/2:  0.43823008849557527
36 - 151 	 T/2:  0.43900000000000006
36 - 153 	 T/2:  0.4388888888888889
36 - 155 	 T/2:  0.43844537815126056
36 - 157 	 T/2:  0.43842975206611573
36 - 159 	 T/2:  0.43898373983739836
36 - 161 	 T/2:  0.43900000000000006
36 - 163 	 T/2:  0.43897637795275596
36 - 165 	 T/2:  0.4389534883720931
36 - 167 	 T/2:  0.4390076335877862
36 - 169 	 T/2:  0.43894736842105264
36 - 171 	 T/2:  0.4388518518518518
36 - 173 	 T/2:  0.43897810218978106
36 - 175 	 T/2:  0.4389208633093525
36 - 177 	 T/2:  0.438936170212766
36 - 179 	 T/2:  0.43888111888111886
36 - 181 	 T/2:  0.4389655172413793
36 - 183 	 T/2:  0.43894557823129254
36 - 185 	 T/2:  0.43892617449664434
36 - 187 	 T/2:  0.4388741721854305
36 - 189 	 T/2:  0.43885620915032686
36 - 191 	 T/2:  0.4390322580645162
36 - 193 	 T/2:  0.43866242038216563
36 - 195 	 T/2:  0.43889937106918236
36 - 197 	 T/2:  0.43888198757763974
36 - 199 	 T/2:  0.4388650306748466
36 - 201 	 T/2:  0.4388484848484848
36 - 203 	 T/2:  0.4388622754491017
36 - 205 	 T/2:  0.43887573964497034
36 - 207 	 T/2:  0.4387719298245614
36 - 209 	 T/2:  0.43878612716763005
36 - 211 	 T/2:  0.4388857142857143
36 - 213 	 T/2:  0.4388418079096046
36 - 215 	 T/2:  0.4388826815642458
36 - 217 	 T/2:  0.43886740331491714
36 - 219 	 T/2:  0.438879781420765
36 - 221 	 T/2:  0.4387567567567567
36 - 223 	 T/2:  0.4387967914438503
36 - 225 	 T/2:  0.4388359788359788
36 - 227 	 T/2:  0.4389005235602095
37 - 38 	 T/2:  0.4349999999999987
37 - 40 	 T/2:  0.4400000000000001
37 - 42 	 T/2:  0.43900000000000006
37 - 44 	 T/2:  0.43928571428571417
37 - 46 	 T/2:  0.43944444444444425
37 - 48 	 T/2:  0.43954545454545463
37 - 50 	 T/2:  0.4392307692307693
37 - 52 	 T/2:  0.43900000000000006
37 - 54 	 T/2:  0.4391176470588235
37 - 56 	 T/2:  0.43921052631578944
37 - 58 	 T/2:  0.439047619047619
37 - 60 	 T/2:  0.4389130434782608
37 - 62 	 T/2:  0.4389999999999999
37 - 64 	 T/2:  0.43925925925925924
37 - 66 	 T/2:  0.43931034482758613
37 - 68 	 T/2:  0.43935483870967745
