Configuration 3:  

(using maxima)

1 - 2 	 T:  0.8400000000000001
15 - 16 	 T:  0.875
15 - 17 	 T:  0.8799999999999999
15 - 18 	 T:  0.8799999999999996
15 - 19 	 T:  0.8787499999999997
15 - 20 	 T:  0.8800000000000001
15 - 21 	 T:  0.8791666666666668
15 - 22 	 T:  0.8792857142857142
15 - 23 	 T:  0.8793749999999998
15 - 24 	 T:  0.8794444444444446
15 - 25 	 T:  0.8790000000000001
15 - 26 	 T:  0.8786363636363638
15 - 27 	 T:  0.87875
15 - 28 	 T:  0.8788461538461537
15 - 29 	 T:  0.8785714285714284
15 - 30 	 T:  0.8783333333333333
15 - 31 	 T:  0.8784374999999999
15 - 32 	 T:  0.8788235294117647
15 - 33 	 T:  0.8788888888888888
15 - 34 	 T:  0.8789473684210528
15 - 35 	 T:  0.8785000000000001
15 - 36 	 T:  0.8788095238095237
15 - 37 	 T:  0.8786363636363635
15 - 38 	 T:  0.8784782608695652
15 - 39 	 T:  0.8783333333333333
15 - 40 	 T:  0.8782
15 - 41 	 T:  0.8786538461538461
15 - 42 	 T:  0.8787037037037038
15 - 43 	 T:  0.8782142857142858
15 - 44 	 T:  0.8786206896551726
15 - 45 	 T:  0.8781666666666667
15 - 46 	 T:  0.8785483870967742
15 - 47 	 T:  0.8784375
15 - 48 	 T:  0.8781818181818183
15 - 49 	 T:  0.878235294117647
15 - 50 	 T:  0.8785714285714286
15 - 51 	 T:  0.8784722222222222
15 - 52 	 T:  0.8783783783783784
15 - 53 	 T:  0.878421052631579
15 - 54 	 T:  0.8782051282051282
15 - 55 	 T:  0.8783749999999999
15 - 56 	 T:  0.8781707317073172
15 - 57 	 T:  0.8783333333333333
15 - 58 	 T:  0.8781395348837209
15 - 59 	 T:  0.8784090909090909
15 - 60 	 T:  0.8782222222222222
15 - 61 	 T:  0.8782608695652173
15 - 62 	 T:  0.8781914893617021
15 - 63 	 T:  0.8782291666666667
15 - 64 	 T:  0.8779591836734695
15 - 65 	 T:  0.8781
15 - 66 	 T:  0.878235294117647
15 - 67 	 T:  0.8782692307692308
15 - 68 	 T:  0.8782075471698113
15 - 69 	 T:  0.8779629629629631
15 - 70 	 T:  0.8780909090909091
15 - 71 	 T:  0.8782142857142857
15 - 72 	 T:  0.8779824561403509
15 - 73 	 T:  0.8781034482758621
15 - 74 	 T:  0.8781355932203389
15 - 75 	 T:  0.8781666666666668
15 - 76 	 T:  0.8780327868852458
15 - 77 	 T:  0.8781451612903226
15 - 78 	 T:  0.8780158730158731
15 - 79 	 T:  0.8778906249999999
15 - 80 	 T:  0.878
15 - 81 	 T:  0.8778787878787879
15 - 82 	 T:  0.877910447761194
15 - 83 	 T:  0.8780882352941176
15 - 84 	 T:  0.8781159420289855
15 - 85 	 T:  0.8779285714285715
15 - 86 	 T:  0.8779577464788733
15 - 87 	 T:  0.8778472222222223
15 - 88 	 T:  0.8778767123287671
15 - 89 	 T:  0.8779729729729729
15 - 90 	 T:  0.8779999999999999
15 - 91 	 T:  0.8778289473684209
15 - 92 	 T:  0.8779870129870129
15 - 93 	 T:  0.8780128205128205
15 - 94 	 T:  0.8777848101265823
15 - 95 	 T:  0.8778749999999998
15 - 96 	 T:  0.8777777777777777
15 - 97 	 T:  0.8779268292682926
15 - 98 	 T:  0.8777710843373493
15 - 99 	 T:  0.8778571428571428
15 - 100 	 T:  0.8778235294117647
15 - 101 	 T:  0.8778488372093022
15 - 102 	 T:  0.8777586206896552
15 - 103 	 T:  0.8778977272727272
15 - 104 	 T:  0.877752808988764
15 - 105 	 T:  0.8778888888888888
15 - 106 	 T:  0.877912087912088
15 - 107 	 T:  0.8777173913043478
15 - 108 	 T:  0.8777956989247311
15 - 109 	 T:  0.8779255319148935
15 - 110 	 T:  0.8777894736842106
15 - 111 	 T:  0.8776562499999999
15 - 112 	 T:  0.8777835051546391
15 - 113 	 T:  0.8778061224489795
16 - 17 	 T:  0.8849999999999998
16 - 18 	 T:  0.8824999999999994
16 - 19 	 T:  0.8799999999999996
16 - 20 	 T:  0.8812500000000001
16 - 21 	 T:  0.8800000000000001
16 - 22 	 T:  0.8799999999999999
16 - 23 	 T:  0.8799999999999998
16 - 24 	 T:  0.8800000000000001
16 - 25 	 T:  0.8794444444444446
16 - 26 	 T:  0.8790000000000001
16 - 27 	 T:  0.879090909090909
16 - 28 	 T:  0.8791666666666665
16 - 29 	 T:  0.8788461538461537
16 - 30 	 T:  0.8785714285714284
16 - 31 	 T:  0.8786666666666665
16 - 32 	 T:  0.8790625
16 - 33 	 T:  0.8791176470588234
16 - 34 	 T:  0.8791666666666668
16 - 35 	 T:  0.8786842105263158
16 - 36 	 T:  0.8789999999999999
16 - 37 	 T:  0.8788095238095237
16 - 38 	 T:  0.8786363636363635
16 - 39 	 T:  0.8784782608695652
16 - 40 	 T:  0.8783333333333333
16 - 41 	 T:  0.8787999999999999
16 - 42 	 T:  0.8788461538461539
16 - 43 	 T:  0.8783333333333334
16 - 44 	 T:  0.8787500000000001
16 - 45 	 T:  0.8782758620689655
16 - 46 	 T:  0.8786666666666666
16 - 47 	 T:  0.8785483870967742
16 - 48 	 T:  0.8782812500000001
16 - 49 	 T:  0.8783333333333333
16 - 50 	 T:  0.8786764705882353
16 - 51 	 T:  0.8785714285714286
16 - 52 	 T:  0.8784722222222222
16 - 53 	 T:  0.8785135135135136
16 - 54 	 T:  0.8782894736842105
16 - 55 	 T:  0.8784615384615384
16 - 56 	 T:  0.8782500000000001
16 - 57 	 T:  0.8784146341463415
16 - 58 	 T:  0.8782142857142856
16 - 59 	 T:  0.8784883720930232
16 - 60 	 T:  0.8782954545454547
16 - 61 	 T:  0.8783333333333333
16 - 62 	 T:  0.8782608695652173
16 - 63 	 T:  0.8782978723404256
16 - 64 	 T:  0.8780208333333334
16 - 65 	 T:  0.8781632653061224
16 - 66 	 T:  0.8783
16 - 67 	 T:  0.8783333333333334
16 - 68 	 T:  0.8782692307692308
16 - 69 	 T:  0.8780188679245283
16 - 70 	 T:  0.8781481481481482
16 - 71 	 T:  0.8782727272727273
16 - 72 	 T:  0.8780357142857144
16 - 73 	 T:  0.8781578947368421
16 - 74 	 T:  0.8781896551724138
16 - 75 	 T:  0.878220338983051
16 - 76 	 T:  0.8780833333333332
16 - 77 	 T:  0.8781967213114754
16 - 78 	 T:  0.8780645161290324
16 - 79 	 T:  0.8779365079365079
16 - 80 	 T:  0.878046875
16 - 81 	 T:  0.877923076923077
16 - 82 	 T:  0.8779545454545454
16 - 83 	 T:  0.8781343283582089
16 - 84 	 T:  0.8781617647058823
16 - 85 	 T:  0.8779710144927537
16 - 86 	 T:  0.878
16 - 87 	 T:  0.8778873239436621
16 - 88 	 T:  0.8779166666666667
16 - 89 	 T:  0.878013698630137
16 - 90 	 T:  0.8780405405405405
16 - 91 	 T:  0.8778666666666666
16 - 92 	 T:  0.8780263157894735
16 - 93 	 T:  0.8780519480519481
16 - 94 	 T:  0.8778205128205128
16 - 95 	 T:  0.8779113924050631
16 - 96 	 T:  0.8778124999999999
16 - 97 	 T:  0.877962962962963
16 - 98 	 T:  0.8778048780487804
16 - 99 	 T:  0.8778915662650602
16 - 100 	 T:  0.8778571428571428
16 - 101 	 T:  0.8778823529411763
16 - 102 	 T:  0.8777906976744185
16 - 103 	 T:  0.8779310344827586
16 - 104 	 T:  0.8777840909090908
16 - 105 	 T:  0.8779213483146067
16 - 106 	 T:  0.8779444444444444
16 - 107 	 T:  0.8777472527472527
16 - 108 	 T:  0.8778260869565216
16 - 109 	 T:  0.8779569892473117
16 - 110 	 T:  0.8778191489361702
16 - 111 	 T:  0.8776842105263157
16 - 112 	 T:  0.8778125
16 - 113 	 T:  0.8778350515463916
17 - 18 	 T:  0.879999999999999
17 - 19 	 T:  0.8774999999999995
17 - 20 	 T:  0.8800000000000002
17 - 21 	 T:  0.8787500000000001
17 - 22 	 T:  0.8789999999999999
17 - 23 	 T:  0.8791666666666664
17 - 24 	 T:  0.8792857142857144
17 - 25 	 T:  0.8787500000000001
17 - 26 	 T:  0.8783333333333334
17 - 27 	 T:  0.8785000000000001
17 - 28 	 T:  0.8786363636363635
17 - 29 	 T:  0.8783333333333333
17 - 30 	 T:  0.878076923076923
17 - 31 	 T:  0.8782142857142856
17 - 32 	 T:  0.8786666666666666
17 - 33 	 T:  0.8787499999999999
17 - 34 	 T:  0.8788235294117648
17 - 35 	 T:  0.8783333333333333
17 - 36 	 T:  0.8786842105263158
17 - 37 	 T:  0.8784999999999998
17 - 38 	 T:  0.8783333333333332
17 - 39 	 T:  0.8781818181818181
17 - 40 	 T:  0.8780434782608694
17 - 41 	 T:  0.8785416666666666
17 - 42 	 T:  0.8786
17 - 43 	 T:  0.8780769230769232
17 - 44 	 T:  0.8785185185185186
17 - 45 	 T:  0.8780357142857141
17 - 46 	 T:  0.8784482758620689
17 - 47 	 T:  0.8783333333333333
17 - 48 	 T:  0.8780645161290324
17 - 49 	 T:  0.8781249999999999
17 - 50 	 T:  0.8784848484848484
17 - 51 	 T:  0.8783823529411764
17 - 52 	 T:  0.8782857142857142
17 - 53 	 T:  0.8783333333333334
17 - 54 	 T:  0.878108108108108
17 - 55 	 T:  0.8782894736842105
17 - 56 	 T:  0.8780769230769232
17 - 57 	 T:  0.8782499999999999
17 - 58 	 T:  0.8780487804878049
17 - 59 	 T:  0.8783333333333333
17 - 60 	 T:  0.8781395348837211
17 - 61 	 T:  0.8781818181818182
17 - 62 	 T:  0.8781111111111112
17 - 63 	 T:  0.8781521739130433
17 - 64 	 T:  0.877872340425532
17 - 65 	 T:  0.8780208333333333
17 - 66 	 T:  0.8781632653061224
17 - 67 	 T:  0.8782
17 - 68 	 T:  0.8781372549019607
17 - 69 	 T:  0.8778846153846155
17 - 70 	 T:  0.8780188679245282
17 - 71 	 T:  0.8781481481481482
17 - 72 	 T:  0.8779090909090909
17 - 73 	 T:  0.8780357142857144
17 - 74 	 T:  0.8780701754385964
17 - 75 	 T:  0.8781034482758622
17 - 76 	 T:  0.8779661016949152
17 - 77 	 T:  0.8780833333333333
17 - 78 	 T:  0.8779508196721313
17 - 79 	 T:  0.8778225806451613
17 - 80 	 T:  0.877936507936508
17 - 81 	 T:  0.8778125000000001
17 - 82 	 T:  0.8778461538461538
17 - 83 	 T:  0.878030303030303
17 - 84 	 T:  0.8780597014925373
17 - 85 	 T:  0.8778676470588236
17 - 86 	 T:  0.8778985507246377
17 - 87 	 T:  0.8777857142857144
17 - 88 	 T:  0.8778169014084507
17 - 89 	 T:  0.8779166666666668
17 - 90 	 T:  0.8779452054794521
17 - 91 	 T:  0.8777702702702702
17 - 92 	 T:  0.8779333333333333
17 - 93 	 T:  0.8779605263157896
17 - 94 	 T:  0.8777272727272728
17 - 95 	 T:  0.8778205128205128
17 - 96 	 T:  0.8777215189873419
17 - 97 	 T:  0.8778750000000001
17 - 98 	 T:  0.8777160493827161
17 - 99 	 T:  0.8778048780487805
17 - 100 	 T:  0.8777710843373494
17 - 101 	 T:  0.877797619047619
17 - 102 	 T:  0.8777058823529412
17 - 103 	 T:  0.8778488372093024
17 - 104 	 T:  0.8777011494252873
17 - 105 	 T:  0.8778409090909091
17 - 106 	 T:  0.877865168539326
17 - 107 	 T:  0.8776666666666668
17 - 108 	 T:  0.8777472527472527
17 - 109 	 T:  0.8778804347826087
17 - 110 	 T:  0.877741935483871
17 - 111 	 T:  0.8776063829787234
17 - 112 	 T:  0.8777368421052633
17 - 113 	 T:  0.8777604166666667
18 - 19 	 T:  0.875
18 - 20 	 T:  0.8800000000000008
18 - 21 	 T:  0.8783333333333339
18 - 22 	 T:  0.8787500000000001
18 - 23 	 T:  0.8789999999999999
18 - 24 	 T:  0.879166666666667
18 - 25 	 T:  0.8785714285714289
18 - 26 	 T:  0.8781250000000003
18 - 27 	 T:  0.8783333333333334
18 - 28 	 T:  0.8785000000000001
18 - 29 	 T:  0.8781818181818182
18 - 30 	 T:  0.8779166666666667
18 - 31 	 T:  0.878076923076923
18 - 32 	 T:  0.8785714285714287
18 - 33 	 T:  0.8786666666666666
18 - 34 	 T:  0.8787500000000001
18 - 35 	 T:  0.878235294117647
18 - 36 	 T:  0.8786111111111112
18 - 37 	 T:  0.8784210526315789
18 - 38 	 T:  0.8782499999999999
18 - 39 	 T:  0.878095238095238
18 - 40 	 T:  0.8779545454545453
18 - 41 	 T:  0.8784782608695652
18 - 42 	 T:  0.8785416666666667
18 - 43 	 T:  0.8780000000000001
18 - 44 	 T:  0.8784615384615386
18 - 45 	 T:  0.877962962962963
18 - 46 	 T:  0.8783928571428571
18 - 47 	 T:  0.8782758620689655
18 - 48 	 T:  0.8780000000000001
18 - 49 	 T:  0.8780645161290322
18 - 50 	 T:  0.8784375
18 - 51 	 T:  0.8783333333333333
18 - 52 	 T:  0.878235294117647
18 - 53 	 T:  0.8782857142857143
18 - 54 	 T:  0.8780555555555556
18 - 55 	 T:  0.8782432432432432
18 - 56 	 T:  0.8780263157894738
18 - 57 	 T:  0.8782051282051282
18 - 58 	 T:  0.8779999999999999
18 - 59 	 T:  0.8782926829268293
18 - 60 	 T:  0.8780952380952382
18 - 61 	 T:  0.8781395348837209
18 - 62 	 T:  0.8780681818181818
18 - 63 	 T:  0.8781111111111112
18 - 64 	 T:  0.8778260869565218
18 - 65 	 T:  0.8779787234042553
18 - 66 	 T:  0.8781249999999999
18 - 67 	 T:  0.8781632653061224
18 - 68 	 T:  0.8781
18 - 69 	 T:  0.877843137254902
18 - 70 	 T:  0.8779807692307693
18 - 71 	 T:  0.8781132075471698
18 - 72 	 T:  0.8778703703703704
18 - 73 	 T:  0.878
18 - 74 	 T:  0.8780357142857141
18 - 75 	 T:  0.8780701754385966
18 - 76 	 T:  0.8779310344827586
18 - 77 	 T:  0.8780508474576271
18 - 78 	 T:  0.8779166666666668
18 - 79 	 T:  0.8777868852459015
18 - 80 	 T:  0.8779032258064516
18 - 81 	 T:  0.8777777777777779
18 - 82 	 T:  0.8778125
18 - 83 	 T:  0.878
18 - 84 	 T:  0.8780303030303029
18 - 85 	 T:  0.8778358208955225
18 - 86 	 T:  0.8778676470588236
18 - 87 	 T:  0.8777536231884059
18 - 88 	 T:  0.8777857142857143
18 - 89 	 T:  0.8778873239436621
18 - 90 	 T:  0.8779166666666667
18 - 91 	 T:  0.8777397260273971
18 - 92 	 T:  0.8779054054054054
18 - 93 	 T:  0.8779333333333333
18 - 94 	 T:  0.8776973684210528
18 - 95 	 T:  0.8777922077922078
18 - 96 	 T:  0.8776923076923078
18 - 97 	 T:  0.8778481012658227
18 - 98 	 T:  0.8776875000000001
18 - 99 	 T:  0.8777777777777777
18 - 100 	 T:  0.8777439024390243
18 - 101 	 T:  0.8777710843373493
18 - 102 	 T:  0.8776785714285713
18 - 103 	 T:  0.8778235294117648
18 - 104 	 T:  0.877674418604651
18 - 105 	 T:  0.877816091954023
18 - 106 	 T:  0.8778409090909091
18 - 107 	 T:  0.8776404494382024
18 - 108 	 T:  0.8777222222222223
18 - 109 	 T:  0.8778571428571428
18 - 110 	 T:  0.8777173913043478
18 - 111 	 T:  0.8775806451612904
18 - 112 	 T:  0.8777127659574467
18 - 113 	 T:  0.877736842105263
19 - 20 	 T:  0.8850000000000016
19 - 21 	 T:  0.8800000000000008
19 - 22 	 T:  0.8800000000000002
19 - 23 	 T:  0.8799999999999999
19 - 24 	 T:  0.8800000000000004
19 - 25 	 T:  0.879166666666667
19 - 26 	 T:  0.8785714285714289
19 - 27 	 T:  0.8787500000000001
19 - 28 	 T:  0.8788888888888889
19 - 29 	 T:  0.8785000000000001
19 - 30 	 T:  0.8781818181818182
19 - 31 	 T:  0.8783333333333333
19 - 32 	 T:  0.8788461538461539
19 - 33 	 T:  0.8789285714285714
19 - 34 	 T:  0.8790000000000001
19 - 35 	 T:  0.8784375
19 - 36 	 T:  0.8788235294117648
19 - 37 	 T:  0.878611111111111
19 - 38 	 T:  0.8784210526315789
19 - 39 	 T:  0.8782499999999999
19 - 40 	 T:  0.878095238095238
19 - 41 	 T:  0.8786363636363635
19 - 42 	 T:  0.8786956521739131
19 - 43 	 T:  0.8781250000000002
19 - 44 	 T:  0.8786000000000002
19 - 45 	 T:  0.878076923076923
19 - 46 	 T:  0.8785185185185185
19 - 47 	 T:  0.8783928571428571
19 - 48 	 T:  0.8781034482758622
19 - 49 	 T:  0.8781666666666667
19 - 50 	 T:  0.8785483870967742
19 - 51 	 T:  0.8784375
19 - 52 	 T:  0.8783333333333333
19 - 53 	 T:  0.8783823529411765
19 - 54 	 T:  0.8781428571428571
19 - 55 	 T:  0.8783333333333333
19 - 56 	 T:  0.8781081081081081
19 - 57 	 T:  0.8782894736842105
19 - 58 	 T:  0.878076923076923
19 - 59 	 T:  0.8783749999999999
19 - 60 	 T:  0.8781707317073172
19 - 61 	 T:  0.8782142857142856
19 - 62 	 T:  0.8781395348837209
19 - 63 	 T:  0.8781818181818182
19 - 64 	 T:  0.8778888888888889
19 - 65 	 T:  0.8780434782608696
19 - 66 	 T:  0.8781914893617021
19 - 67 	 T:  0.8782291666666667
19 - 68 	 T:  0.8781632653061224
19 - 69 	 T:  0.8779
19 - 70 	 T:  0.8780392156862745
19 - 71 	 T:  0.8781730769230769
19 - 72 	 T:  0.8779245283018868
19 - 73 	 T:  0.8780555555555556
19 - 74 	 T:  0.878090909090909
19 - 75 	 T:  0.878125
19 - 76 	 T:  0.8779824561403508
19 - 77 	 T:  0.8781034482758621
19 - 78 	 T:  0.8779661016949153
19 - 79 	 T:  0.8778333333333332
19 - 80 	 T:  0.8779508196721312
19 - 81 	 T:  0.8778225806451614
19 - 82 	 T:  0.8778571428571429
19 - 83 	 T:  0.878046875
19 - 84 	 T:  0.878076923076923
19 - 85 	 T:  0.8778787878787879
19 - 86 	 T:  0.877910447761194
19 - 87 	 T:  0.877794117647059
19 - 88 	 T:  0.8778260869565218
19 - 89 	 T:  0.8779285714285715
19 - 90 	 T:  0.8779577464788733
19 - 91 	 T:  0.8777777777777778
19 - 92 	 T:  0.8779452054794521
19 - 93 	 T:  0.8779729729729729
19 - 94 	 T:  0.8777333333333335
19 - 95 	 T:  0.8778289473684211
19 - 96 	 T:  0.8777272727272728
19 - 97 	 T:  0.8778846153846153
19 - 98 	 T:  0.8777215189873419
19 - 99 	 T:  0.8778124999999999
19 - 100 	 T:  0.8777777777777777
19 - 101 	 T:  0.8778048780487804
19 - 102 	 T:  0.8777108433734939
19 - 103 	 T:  0.877857142857143
19 - 104 	 T:  0.877705882352941
19 - 105 	 T:  0.8778488372093024
19 - 106 	 T:  0.8778735632183908
19 - 107 	 T:  0.8776704545454547
19 - 108 	 T:  0.8777528089887641
19 - 109 	 T:  0.8778888888888888
19 - 110 	 T:  0.8777472527472527
19 - 111 	 T:  0.877608695652174
19 - 112 	 T:  0.8777419354838709
19 - 113 	 T:  0.8777659574468084
20 - 21 	 T:  0.875
20 - 22 	 T:  0.8774999999999995
20 - 23 	 T:  0.8783333333333326
20 - 24 	 T:  0.8787500000000001
20 - 25 	 T:  0.8780000000000001
20 - 26 	 T:  0.8775000000000001
20 - 27 	 T:  0.8778571428571428
20 - 28 	 T:  0.8781249999999998
20 - 29 	 T:  0.8777777777777777
20 - 30 	 T:  0.8774999999999998
20 - 31 	 T:  0.8777272727272725
20 - 32 	 T:  0.8783333333333333
20 - 33 	 T:  0.8784615384615383
20 - 34 	 T:  0.8785714285714287
20 - 35 	 T:  0.8779999999999999
20 - 36 	 T:  0.8784375
20 - 37 	 T:  0.8782352941176468
20 - 38 	 T:  0.8780555555555554
20 - 39 	 T:  0.8778947368421051
20 - 40 	 T:  0.8777499999999998
20 - 41 	 T:  0.8783333333333332
20 - 42 	 T:  0.8784090909090909
20 - 43 	 T:  0.8778260869565218
20 - 44 	 T:  0.8783333333333334
20 - 45 	 T:  0.8777999999999999
20 - 46 	 T:  0.8782692307692307
20 - 47 	 T:  0.878148148148148
20 - 48 	 T:  0.8778571428571429
20 - 49 	 T:  0.8779310344827586
20 - 50 	 T:  0.8783333333333333
20 - 51 	 T:  0.8782258064516129
20 - 52 	 T:  0.8781249999999999
20 - 53 	 T:  0.8781818181818182
20 - 54 	 T:  0.8779411764705882
20 - 55 	 T:  0.878142857142857
20 - 56 	 T:  0.8779166666666667
20 - 57 	 T:  0.878108108108108
20 - 58 	 T:  0.8778947368421053
20 - 59 	 T:  0.8782051282051282
20 - 60 	 T:  0.8780000000000001
20 - 61 	 T:  0.8780487804878049
20 - 62 	 T:  0.8779761904761905
20 - 63 	 T:  0.8780232558139534
20 - 64 	 T:  0.8777272727272728
20 - 65 	 T:  0.8778888888888888
20 - 66 	 T:  0.8780434782608696
20 - 67 	 T:  0.8780851063829787
20 - 68 	 T:  0.8780208333333333
20 - 69 	 T:  0.8777551020408164
20 - 70 	 T:  0.8778999999999999
20 - 71 	 T:  0.8780392156862745
20 - 72 	 T:  0.8777884615384615
20 - 73 	 T:  0.8779245283018868
20 - 74 	 T:  0.877962962962963
20 - 75 	 T:  0.8780000000000001
20 - 76 	 T:  0.8778571428571428
20 - 77 	 T:  0.8779824561403509
20 - 78 	 T:  0.877844827586207
20 - 79 	 T:  0.8777118644067796
20 - 80 	 T:  0.8778333333333334
20 - 81 	 T:  0.8777049180327869
20 - 82 	 T:  0.877741935483871
20 - 83 	 T:  0.877936507936508
20 - 84 	 T:  0.87796875
20 - 85 	 T:  0.8777692307692309
20 - 86 	 T:  0.8778030303030303
20 - 87 	 T:  0.8776865671641793
20 - 88 	 T:  0.8777205882352942
20 - 89 	 T:  0.8778260869565219
20 - 90 	 T:  0.8778571428571429
20 - 91 	 T:  0.8776760563380281
20 - 92 	 T:  0.8778472222222222
20 - 93 	 T:  0.8778767123287672
20 - 94 	 T:  0.8776351351351352
20 - 95 	 T:  0.8777333333333334
20 - 96 	 T:  0.8776315789473684
20 - 97 	 T:  0.8777922077922078
20 - 98 	 T:  0.877628205128205
20 - 99 	 T:  0.8777215189873419
20 - 100 	 T:  0.8776875000000001
20 - 101 	 T:  0.8777160493827161
20 - 102 	 T:  0.8776219512195123
20 - 103 	 T:  0.8777710843373494
20 - 104 	 T:  0.8776190476190476
20 - 105 	 T:  0.8777647058823529
20 - 106 	 T:  0.8777906976744188
20 - 107 	 T:  0.8775862068965519
20 - 108 	 T:  0.8776704545454546
20 - 109 	 T:  0.8778089887640449
20 - 110 	 T:  0.8776666666666668
20 - 111 	 T:  0.8775274725274725
20 - 112 	 T:  0.877663043478261
20 - 113 	 T:  0.8776881720430108
21 - 22 	 T:  0.879999999999999
21 - 23 	 T:  0.879999999999999
21 - 24 	 T:  0.8800000000000002
21 - 25 	 T:  0.8787500000000001
21 - 26 	 T:  0.8780000000000001
21 - 27 	 T:  0.8783333333333333
21 - 28 	 T:  0.8785714285714283
21 - 29 	 T:  0.8781249999999998
21 - 30 	 T:  0.8777777777777777
21 - 31 	 T:  0.8779999999999998
21 - 32 	 T:  0.8786363636363635
21 - 33 	 T:  0.8787499999999998
21 - 34 	 T:  0.8788461538461539
21 - 35 	 T:  0.8782142857142856
21 - 36 	 T:  0.8786666666666666
21 - 37 	 T:  0.8784374999999998
21 - 38 	 T:  0.8782352941176468
21 - 39 	 T:  0.8780555555555554
21 - 40 	 T:  0.8778947368421051
21 - 41 	 T:  0.8784999999999998
21 - 42 	 T:  0.8785714285714286
21 - 43 	 T:  0.8779545454545455
21 - 44 	 T:  0.8784782608695653
21 - 45 	 T:  0.8779166666666666
21 - 46 	 T:  0.8783999999999998
21 - 47 	 T:  0.8782692307692307
21 - 48 	 T:  0.8779629629629631
21 - 49 	 T:  0.8780357142857141
21 - 50 	 T:  0.8784482758620689
21 - 51 	 T:  0.8783333333333333
21 - 52 	 T:  0.8782258064516129
21 - 53 	 T:  0.87828125
21 - 54 	 T:  0.8780303030303029
21 - 55 	 T:  0.8782352941176469
21 - 56 	 T:  0.878
21 - 57 	 T:  0.8781944444444444
21 - 58 	 T:  0.8779729729729729
21 - 59 	 T:  0.8782894736842105
21 - 60 	 T:  0.8780769230769232
21 - 61 	 T:  0.878125
21 - 62 	 T:  0.8780487804878049
21 - 63 	 T:  0.878095238095238
21 - 64 	 T:  0.8777906976744188
21 - 65 	 T:  0.8779545454545453
21 - 66 	 T:  0.8781111111111112
21 - 67 	 T:  0.8781521739130433
21 - 68 	 T:  0.8780851063829787
21 - 69 	 T:  0.8778125000000001
21 - 70 	 T:  0.8779591836734693
21 - 71 	 T:  0.8781
21 - 72 	 T:  0.8778431372549019
21 - 73 	 T:  0.8779807692307693
21 - 74 	 T:  0.8780188679245282
21 - 75 	 T:  0.8780555555555557
21 - 76 	 T:  0.8779090909090909
21 - 77 	 T:  0.8780357142857144
21 - 78 	 T:  0.8778947368421054
21 - 79 	 T:  0.8777586206896552
21 - 80 	 T:  0.8778813559322034
21 - 81 	 T:  0.8777500000000001
21 - 82 	 T:  0.8777868852459016
21 - 83 	 T:  0.877983870967742
21 - 84 	 T:  0.878015873015873
21 - 85 	 T:  0.8778125000000001
21 - 86 	 T:  0.8778461538461538
21 - 87 	 T:  0.8777272727272728
21 - 88 	 T:  0.8777611940298508
21 - 89 	 T:  0.8778676470588236
21 - 90 	 T:  0.8778985507246377
21 - 91 	 T:  0.8777142857142857
21 - 92 	 T:  0.877887323943662
21 - 93 	 T:  0.8779166666666668
21 - 94 	 T:  0.8776712328767124
21 - 95 	 T:  0.8777702702702702
21 - 96 	 T:  0.8776666666666667
21 - 97 	 T:  0.8778289473684211
21 - 98 	 T:  0.8776623376623376
21 - 99 	 T:  0.8777564102564103
21 - 100 	 T:  0.8777215189873419
21 - 101 	 T:  0.87775
21 - 102 	 T:  0.8776543209876544
21 - 103 	 T:  0.8778048780487805
21 - 104 	 T:  0.8776506024096385
21 - 105 	 T:  0.877797619047619
21 - 106 	 T:  0.8778235294117648
21 - 107 	 T:  0.8776162790697676
21 - 108 	 T:  0.8777011494252873
21 - 109 	 T:  0.8778409090909091
21 - 110 	 T:  0.8776966292134832
21 - 111 	 T:  0.8775555555555556
21 - 112 	 T:  0.8776923076923078
21 - 113 	 T:  0.8777173913043478
22 - 23 	 T:  0.879999999999999
22 - 24 	 T:  0.8800000000000008
22 - 25 	 T:  0.8783333333333339
22 - 26 	 T:  0.8775000000000004
22 - 27 	 T:  0.8780000000000001
22 - 28 	 T:  0.8783333333333333
22 - 29 	 T:  0.8778571428571428
22 - 30 	 T:  0.8775
22 - 31 	 T:  0.8777777777777777
22 - 32 	 T:  0.8785000000000001
22 - 33 	 T:  0.8786363636363635
22 - 34 	 T:  0.8787500000000001
22 - 35 	 T:  0.878076923076923
22 - 36 	 T:  0.8785714285714287
22 - 37 	 T:  0.8783333333333332
22 - 38 	 T:  0.8781249999999998
22 - 39 	 T:  0.8779411764705881
22 - 40 	 T:  0.8777777777777777
22 - 41 	 T:  0.8784210526315789
22 - 42 	 T:  0.8785000000000001
22 - 43 	 T:  0.877857142857143
22 - 44 	 T:  0.878409090909091
22 - 45 	 T:  0.8778260869565216
22 - 46 	 T:  0.8783333333333333
22 - 47 	 T:  0.8782
22 - 48 	 T:  0.8778846153846155
22 - 49 	 T:  0.877962962962963
22 - 50 	 T:  0.8783928571428571
22 - 51 	 T:  0.8782758620689655
22 - 52 	 T:  0.8781666666666667
22 - 53 	 T:  0.878225806451613
22 - 54 	 T:  0.87796875
22 - 55 	 T:  0.8781818181818181
22 - 56 	 T:  0.8779411764705882
22 - 57 	 T:  0.8781428571428571
22 - 58 	 T:  0.8779166666666666
22 - 59 	 T:  0.8782432432432432
22 - 60 	 T:  0.8780263157894738
22 - 61 	 T:  0.878076923076923
22 - 62 	 T:  0.8779999999999999
22 - 63 	 T:  0.8780487804878049
22 - 64 	 T:  0.8777380952380953
22 - 65 	 T:  0.877906976744186
