Configuration 3:  

-0.065017 - -0.062463 	x: -0.06374 	n: 26
-0.062463 - -0.059909 	x: -0.061186 	n: 29
-0.059909 - -0.057355 	x: -0.058632 	n: 41
-0.057355 - -0.054801 	x: -0.056078 	n: 57
-0.054801 - -0.052247 	x: -0.053524 	n: 57
-0.052247 - -0.049693 	x: -0.05097 	n: 51
-0.049693 - -0.047139 	x: -0.048416 	n: 58
-0.047139 - -0.044585 	x: -0.045862 	n: 83
-0.044585 - -0.042031 	x: -0.043308 	n: 98
-0.042031 - -0.039477 	x: -0.040754 	n: 117
-0.039477 - -0.036923 	x: -0.0382 	n: 130
-0.036923 - -0.034369 	x: -0.035646 	n: 163
-0.034369 - -0.031815 	x: -0.033092 	n: 186
-0.031815 - -0.029261 	x: -0.030538 	n: 215
-0.029261 - -0.026707 	x: -0.027984 	n: 250
-0.026707 - -0.024153 	x: -0.02543 	n: 302
-0.024153 - -0.021599 	x: -0.022876 	n: 367
-0.021599 - -0.019045 	x: -0.020322 	n: 450
-0.019045 - -0.016491 	x: -0.017768 	n: 559
-0.016491 - -0.013937 	x: -0.015214 	n: 739
-0.013937 - -0.011383 	x: -0.01266 	n: 1000
-0.011383 - -0.008829 	x: -0.010106 	n: 1442
-0.008829 - -0.006275 	x: -0.007552 	n: 1213
-0.006275 - -0.00372 	x: -0.004997 	n: 1085
-0.00372 - -0.001166 	x: -0.002443 	n: 965
-0.001166 - 0.001388 	x: 0.000111 	n: 975
0.001388 - 0.003942 	x: 0.002665 	n: 1028
0.003942 - 0.006496 	x: 0.005219 	n: 1136
0.006496 - 0.00905 	x: 0.007773 	n: 1560
0.00905 - 0.011604 	x: 0.010327 	n: 1327
0.011604 - 0.014158 	x: 0.012881 	n: 957
0.014158 - 0.016712 	x: 0.015435 	n: 733
0.016712 - 0.019266 	x: 0.017989 	n: 543
0.019266 - 0.02182 	x: 0.020543 	n: 394
0.02182 - 0.024374 	x: 0.023097 	n: 304
0.024374 - 0.026928 	x: 0.025651 	n: 236
0.026928 - 0.029482 	x: 0.028205 	n: 207
0.029482 - 0.032036 	x: 0.030759 	n: 178
0.032036 - 0.03459 	x: 0.033313 	n: 150
0.03459 - 0.037144 	x: 0.035867 	n: 134
0.037144 - 0.039698 	x: 0.038421 	n: 111
0.039698 - 0.042252 	x: 0.040975 	n: 95
0.042252 - 0.044806 	x: 0.043529 	n: 84
0.044806 - 0.04736 	x: 0.046083 	n: 71
0.04736 - 0.049914 	x: 0.048637 	n: 65
0.049914 - 0.052468 	x: 0.051191 	n: 56
0.052468 - 0.055022 	x: 0.053745 	n: 50
0.055022 - 0.057576 	x: 0.056299 	n: 21
0.057576 - 0.06013 	x: 0.058853 	n: 6
0.06013 - 0.062684 	x: 0.061407 	n: 15


The local maxima of the histogram are at:
-0.057355 - -0.054801 	x: -0.056078 	n: 57
-0.054801 - -0.052247 	x: -0.053524 	n: 57
-0.011383 - -0.008829 	x: -0.010106 	n: 1442
0.006496 - 0.00905 	x: 0.007773 	n: 1560
