Configuration 2:  

(using maxima)

1 - 2 	 T:  0.8
4 - 103 	 T/2:  0.4019191919191919
4 - 105 	 T/2:  0.40247524752475244
5 - 6 	 T/2:  0.40000000000000013
5 - 8 	 T/2:  0.39999999999999997
5 - 10 	 T/2:  0.40199999999999997
5 - 12 	 T/2:  0.40142857142857136
5 - 14 	 T/2:  0.40222222222222226
5 - 16 	 T/2:  0.4018181818181818
5 - 18 	 T/2:  0.4015384615384615
5 - 20 	 T/2:  0.402
5 - 22 	 T/2:  0.4017647058823529
5 - 24 	 T/2:  0.40210526315789474
5 - 26 	 T/2:  0.40238095238095245
5 - 28 	 T/2:  0.40217391304347827
5 - 30 	 T/2:  0.402
5 - 32 	 T/2:  0.4018518518518519
5 - 34 	 T/2:  0.4017241379310345
5 - 36 	 T/2:  0.4019354838709678
5 - 38 	 T/2:  0.40212121212121216
5 - 40 	 T/2:  0.402
5 - 42 	 T/2:  0.40216216216216216
5 - 44 	 T/2:  0.40179487179487183
5 - 46 	 T/2:  0.40195121951219515
5 - 48 	 T/2:  0.4020930232558139
5 - 50 	 T/2:  0.402
5 - 52 	 T/2:  0.4021276595744681
5 - 54 	 T/2:  0.4020408163265306
5 - 56 	 T/2:  0.4019607843137255
5 - 58 	 T/2:  0.4018867924528302
5 - 60 	 T/2:  0.40199999999999997
5 - 62 	 T/2:  0.4019298245614035
5 - 64 	 T/2:  0.401864406779661
5 - 66 	 T/2:  0.4019672131147541
5 - 68 	 T/2:  0.40190476190476193
5 - 70 	 T/2:  0.40184615384615385
5 - 72 	 T/2:  0.40194029850746266
5 - 74 	 T/2:  0.4018840579710145
5 - 76 	 T/2:  0.4019718309859155
5 - 78 	 T/2:  0.402054794520548
5 - 80 	 T/2:  0.40186666666666665
5 - 82 	 T/2:  0.40194805194805194
5 - 84 	 T/2:  0.4018987341772152
5 - 86 	 T/2:  0.4019753086419752
5 - 88 	 T/2:  0.4019277108433735
5 - 90 	 T/2:  0.4018823529411764
5 - 92 	 T/2:  0.40183908045977007
5 - 94 	 T/2:  0.40191011235955054
5 - 96 	 T/2:  0.40186813186813186
5 - 98 	 T/2:  0.4018279569892473
5 - 100 	 T/2:  0.4017894736842105
5 - 102 	 T/2:  0.40175257731958763
5 - 104 	 T/2:  0.40181818181818174
5 - 106 	 T/2:  0.40178217821782175
6 - 7 	 T/2:  0.3999999999999999
6 - 9 	 T/2:  0.4033333333333333
6 - 11 	 T/2:  0.402
6 - 13 	 T/2:  0.4014285714285714
6 - 15 	 T/2:  0.4022222222222222
6 - 17 	 T/2:  0.4027272727272727
6 - 19 	 T/2:  0.40230769230769237
6 - 21 	 T/2:  0.40266666666666673
6 - 23 	 T/2:  0.40176470588235297
6 - 25 	 T/2:  0.40210526315789474
6 - 27 	 T/2:  0.4019047619047619
6 - 29 	 T/2:  0.40217391304347827
6 - 31 	 T/2:  0.402
6 - 33 	 T/2:  0.40222222222222226
6 - 35 	 T/2:  0.40206896551724136
6 - 37 	 T/2:  0.40225806451612905
6 - 39 	 T/2:  0.4018181818181818
6 - 41 	 T/2:  0.4022857142857143
6 - 43 	 T/2:  0.40216216216216216
6 - 45 	 T/2:  0.4020512820512821
6 - 47 	 T/2:  0.40195121951219503
6 - 49 	 T/2:  0.4020930232558139
6 - 51 	 T/2:  0.402
6 - 53 	 T/2:  0.40212765957446805
6 - 55 	 T/2:  0.4018367346938775
6 - 57 	 T/2:  0.402156862745098
6 - 59 	 T/2:  0.4020754716981132
6 - 61 	 T/2:  0.40199999999999997
6 - 63 	 T/2:  0.4019298245614035
6 - 65 	 T/2:  0.40203389830508474
6 - 67 	 T/2:  0.4019672131147541
6 - 69 	 T/2:  0.402063492063492
6 - 71 	 T/2:  0.40199999999999997
6 - 73 	 T/2:  0.40208955223880594
6 - 75 	 T/2:  0.40202898550724636
6 - 77 	 T/2:  0.4019718309859155
6 - 79 	 T/2:  0.4019178082191781
6 - 81 	 T/2:  0.40186666666666665
6 - 83 	 T/2:  0.4019480519480519
6 - 85 	 T/2:  0.40189873417721517
6 - 87 	 T/2:  0.4019753086419752
6 - 89 	 T/2:  0.4019277108433735
6 - 91 	 T/2:  0.4017647058823529
6 - 93 	 T/2:  0.40195402298850574
6 - 95 	 T/2:  0.40191011235955054
6 - 97 	 T/2:  0.40186813186813186
6 - 99 	 T/2:  0.4018279569892473
6 - 101 	 T/2:  0.40189473684210525
6 - 103 	 T/2:  0.40185567010309275
6 - 105 	 T/2:  0.4024242424242424
7 - 8 	 T/2:  0.3999999999999999
7 - 10 	 T/2:  0.4033333333333333
7 - 12 	 T/2:  0.40199999999999997
7 - 14 	 T/2:  0.4028571428571429
7 - 16 	 T/2:  0.40222222222222226
7 - 18 	 T/2:  0.4018181818181818
7 - 20 	 T/2:  0.40230769230769237
7 - 22 	 T/2:  0.40199999999999997
7 - 24 	 T/2:  0.4023529411764706
7 - 26 	 T/2:  0.40263157894736845
7 - 28 	 T/2:  0.40238095238095234
7 - 30 	 T/2:  0.40217391304347827
7 - 32 	 T/2:  0.402
7 - 34 	 T/2:  0.40185185185185185
7 - 36 	 T/2:  0.40206896551724136
7 - 38 	 T/2:  0.40225806451612905
7 - 40 	 T/2:  0.4021212121212121
7 - 42 	 T/2:  0.40228571428571425
7 - 44 	 T/2:  0.4018918918918919
7 - 46 	 T/2:  0.40205128205128204
7 - 48 	 T/2:  0.4021951219512195
7 - 50 	 T/2:  0.4020930232558139
7 - 52 	 T/2:  0.40222222222222226
7 - 54 	 T/2:  0.40212765957446805
7 - 56 	 T/2:  0.4020408163265306
7 - 58 	 T/2:  0.4019607843137255
7 - 60 	 T/2:  0.4020754716981132
7 - 62 	 T/2:  0.40199999999999997
7 - 64 	 T/2:  0.4019298245614035
7 - 66 	 T/2:  0.40203389830508474
7 - 68 	 T/2:  0.4019672131147541
7 - 70 	 T/2:  0.40190476190476193
7 - 72 	 T/2:  0.40199999999999997
7 - 74 	 T/2:  0.40194029850746266
7 - 76 	 T/2:  0.40202898550724636
7 - 78 	 T/2:  0.40211267605633805
7 - 80 	 T/2:  0.4019178082191781
7 - 82 	 T/2:  0.40199999999999997
7 - 84 	 T/2:  0.401948051948052
7 - 86 	 T/2:  0.40202531645569617
7 - 88 	 T/2:  0.40197530864197534
7 - 90 	 T/2:  0.4019277108433735
7 - 92 	 T/2:  0.4018823529411764
7 - 94 	 T/2:  0.40195402298850574
7 - 96 	 T/2:  0.4019101123595506
7 - 98 	 T/2:  0.40186813186813186
7 - 100 	 T/2:  0.4018279569892473
7 - 102 	 T/2:  0.40178947368421053
7 - 104 	 T/2:  0.40185567010309275
7 - 106 	 T/2:  0.40181818181818185
8 - 9 	 T/2:  0.41000000000000014
8 - 11 	 T/2:  0.4033333333333335
8 - 13 	 T/2:  0.402
8 - 15 	 T/2:  0.40285714285714286
8 - 17 	 T/2:  0.4033333333333334
8 - 19 	 T/2:  0.4027272727272727
8 - 21 	 T/2:  0.4030769230769231
8 - 23 	 T/2:  0.40199999999999997
8 - 25 	 T/2:  0.4023529411764706
8 - 27 	 T/2:  0.4021052631578947
8 - 29 	 T/2:  0.40238095238095234
8 - 31 	 T/2:  0.40217391304347827
8 - 33 	 T/2:  0.40240000000000004
8 - 35 	 T/2:  0.4022222222222222
8 - 37 	 T/2:  0.40241379310344827
8 - 39 	 T/2:  0.4019354838709677
8 - 41 	 T/2:  0.4024242424242424
8 - 43 	 T/2:  0.4022857142857143
8 - 45 	 T/2:  0.40216216216216216
8 - 47 	 T/2:  0.402051282051282
8 - 49 	 T/2:  0.40219512195121954
8 - 51 	 T/2:  0.40209302325581403
8 - 53 	 T/2:  0.40222222222222226
8 - 55 	 T/2:  0.40191489361702126
8 - 57 	 T/2:  0.40224489795918367
8 - 59 	 T/2:  0.40215686274509804
8 - 61 	 T/2:  0.40207547169811325
8 - 63 	 T/2:  0.4020000000000001
8 - 65 	 T/2:  0.40210526315789474
8 - 67 	 T/2:  0.4020338983050848
8 - 69 	 T/2:  0.4021311475409836
8 - 71 	 T/2:  0.40206349206349207
8 - 73 	 T/2:  0.40215384615384614
8 - 75 	 T/2:  0.402089552238806
8 - 77 	 T/2:  0.4020289855072464
8 - 79 	 T/2:  0.40197183098591555
8 - 81 	 T/2:  0.4019178082191781
8 - 83 	 T/2:  0.40199999999999997
8 - 85 	 T/2:  0.401948051948052
8 - 87 	 T/2:  0.40202531645569617
8 - 89 	 T/2:  0.40197530864197534
8 - 91 	 T/2:  0.4018072289156627
8 - 93 	 T/2:  0.402
8 - 95 	 T/2:  0.40195402298850574
8 - 97 	 T/2:  0.4019101123595506
8 - 99 	 T/2:  0.40186813186813186
8 - 101 	 T/2:  0.4019354838709678
8 - 103 	 T/2:  0.40189473684210525
8 - 105 	 T/2:  0.4024742268041237
9 - 10 	 T/2:  0.3999999999999999
9 - 12 	 T/2:  0.3999999999999999
9 - 14 	 T/2:  0.402
9 - 16 	 T/2:  0.4014285714285714
9 - 18 	 T/2:  0.4011111111111111
9 - 20 	 T/2:  0.4018181818181818
9 - 22 	 T/2:  0.40153846153846146
9 - 24 	 T/2:  0.40199999999999997
9 - 26 	 T/2:  0.4023529411764706
9 - 28 	 T/2:  0.4021052631578947
9 - 30 	 T/2:  0.4019047619047619
9 - 32 	 T/2:  0.4017391304347826
9 - 34 	 T/2:  0.40159999999999996
9 - 36 	 T/2:  0.40185185185185185
9 - 38 	 T/2:  0.40206896551724136
9 - 40 	 T/2:  0.4019354838709677
9 - 42 	 T/2:  0.40212121212121205
9 - 44 	 T/2:  0.40171428571428575
9 - 46 	 T/2:  0.4018918918918919
9 - 48 	 T/2:  0.402051282051282
9 - 50 	 T/2:  0.40195121951219515
9 - 52 	 T/2:  0.40209302325581403
9 - 54 	 T/2:  0.402
9 - 56 	 T/2:  0.40191489361702126
9 - 58 	 T/2:  0.4018367346938776
9 - 60 	 T/2:  0.4019607843137255
9 - 62 	 T/2:  0.4018867924528302
9 - 64 	 T/2:  0.40181818181818185
9 - 66 	 T/2:  0.4019298245614035
9 - 68 	 T/2:  0.401864406779661
9 - 70 	 T/2:  0.4018032786885246
9 - 72 	 T/2:  0.40190476190476193
9 - 74 	 T/2:  0.40184615384615385
9 - 76 	 T/2:  0.40194029850746266
9 - 78 	 T/2:  0.4020289855072464
9 - 80 	 T/2:  0.401830985915493
9 - 82 	 T/2:  0.4019178082191781
9 - 84 	 T/2:  0.4018666666666667
9 - 86 	 T/2:  0.40194805194805194
9 - 88 	 T/2:  0.4018987341772152
9 - 90 	 T/2:  0.4018518518518518
9 - 92 	 T/2:  0.40180722891566256
9 - 94 	 T/2:  0.4018823529411764
9 - 96 	 T/2:  0.4018390804597701
9 - 98 	 T/2:  0.4017977528089887
9 - 100 	 T/2:  0.4017582417582417
9 - 102 	 T/2:  0.4017204301075269
9 - 104 	 T/2:  0.4017894736842105
9 - 106 	 T/2:  0.40175257731958763
10 - 11 	 T/2:  0.40000000000000036
10 - 13 	 T/2:  0.4000000000000001
10 - 15 	 T/2:  0.40199999999999997
10 - 17 	 T/2:  0.4028571428571429
10 - 19 	 T/2:  0.40222222222222226
10 - 21 	 T/2:  0.40272727272727277
10 - 23 	 T/2:  0.4015384615384615
10 - 25 	 T/2:  0.402
10 - 27 	 T/2:  0.4017647058823529
10 - 29 	 T/2:  0.40210526315789474
10 - 31 	 T/2:  0.401904761904762
10 - 33 	 T/2:  0.40217391304347827
10 - 35 	 T/2:  0.402
10 - 37 	 T/2:  0.4022222222222222
10 - 39 	 T/2:  0.40172413793103445
10 - 41 	 T/2:  0.402258064516129
10 - 43 	 T/2:  0.4021212121212121
10 - 45 	 T/2:  0.402
10 - 47 	 T/2:  0.40189189189189184
10 - 49 	 T/2:  0.40205128205128204
10 - 51 	 T/2:  0.40195121951219515
10 - 53 	 T/2:  0.4020930232558139
10 - 55 	 T/2:  0.40177777777777773
10 - 57 	 T/2:  0.40212765957446805
10 - 59 	 T/2:  0.4020408163265306
10 - 61 	 T/2:  0.4019607843137255
10 - 63 	 T/2:  0.4018867924528302
10 - 65 	 T/2:  0.40199999999999997
10 - 67 	 T/2:  0.4019298245614035
10 - 69 	 T/2:  0.40203389830508474
10 - 71 	 T/2:  0.4019672131147541
10 - 73 	 T/2:  0.402063492063492
10 - 75 	 T/2:  0.40199999999999997
10 - 77 	 T/2:  0.40194029850746266
10 - 79 	 T/2:  0.4018840579710145
10 - 81 	 T/2:  0.401830985915493
10 - 83 	 T/2:  0.40191780821917805
10 - 85 	 T/2:  0.40186666666666665
10 - 87 	 T/2:  0.4019480519480519
10 - 89 	 T/2:  0.40189873417721517
10 - 91 	 T/2:  0.40172839506172836
10 - 93 	 T/2:  0.4019277108433735
10 - 95 	 T/2:  0.4018823529411764
10 - 97 	 T/2:  0.4018390804597701
10 - 99 	 T/2:  0.4017977528089887
10 - 101 	 T/2:  0.40186813186813186
10 - 103 	 T/2:  0.4018279569892473
10 - 105 	 T/2:  0.4024210526315789
11 - 12 	 T/2:  0.39999999999999947
11 - 14 	 T/2:  0.4033333333333333
11 - 16 	 T/2:  0.40199999999999997
11 - 18 	 T/2:  0.40142857142857136
11 - 20 	 T/2:  0.40222222222222226
11 - 22 	 T/2:  0.40181818181818174
11 - 24 	 T/2:  0.40230769230769226
11 - 26 	 T/2:  0.4026666666666667
11 - 28 	 T/2:  0.4023529411764705
11 - 30 	 T/2:  0.40210526315789474
11 - 32 	 T/2:  0.401904761904762
11 - 34 	 T/2:  0.40173913043478254
11 - 36 	 T/2:  0.402
11 - 38 	 T/2:  0.4022222222222222
11 - 40 	 T/2:  0.40206896551724136
11 - 42 	 T/2:  0.402258064516129
11 - 44 	 T/2:  0.40181818181818185
11 - 46 	 T/2:  0.402
11 - 48 	 T/2:  0.40216216216216216
11 - 50 	 T/2:  0.40205128205128204
11 - 52 	 T/2:  0.40219512195121954
11 - 54 	 T/2:  0.4020930232558139
11 - 56 	 T/2:  0.402
11 - 58 	 T/2:  0.40191489361702126
11 - 60 	 T/2:  0.4020408163265306
11 - 62 	 T/2:  0.4019607843137255
11 - 64 	 T/2:  0.4018867924528302
11 - 66 	 T/2:  0.40199999999999997
11 - 68 	 T/2:  0.4019298245614035
11 - 70 	 T/2:  0.401864406779661
11 - 72 	 T/2:  0.4019672131147541
11 - 74 	 T/2:  0.40190476190476193
11 - 76 	 T/2:  0.40199999999999997
11 - 78 	 T/2:  0.402089552238806
11 - 80 	 T/2:  0.4018840579710145
11 - 82 	 T/2:  0.4019718309859155
11 - 84 	 T/2:  0.4019178082191781
11 - 86 	 T/2:  0.40199999999999997
11 - 88 	 T/2:  0.401948051948052
11 - 90 	 T/2:  0.40189873417721517
11 - 92 	 T/2:  0.4018518518518518
11 - 94 	 T/2:  0.4019277108433735
11 - 96 	 T/2:  0.4018823529411765
11 - 98 	 T/2:  0.4018390804597701
11 - 100 	 T/2:  0.4017977528089887
11 - 102 	 T/2:  0.40175824175824176
11 - 104 	 T/2:  0.4018279569892473
11 - 106 	 T/2:  0.40178947368421053
12 - 13 	 T/2:  0.40000000000000036
12 - 15 	 T/2:  0.4033333333333333
12 - 17 	 T/2:  0.4040000000000001
12 - 19 	 T/2:  0.4028571428571429
12 - 21 	 T/2:  0.40333333333333343
12 - 23 	 T/2:  0.4018181818181818
12 - 25 	 T/2:  0.40230769230769237
12 - 27 	 T/2:  0.40199999999999997
12 - 29 	 T/2:  0.4023529411764706
12 - 31 	 T/2:  0.40210526315789474
12 - 33 	 T/2:  0.40238095238095245
12 - 35 	 T/2:  0.40217391304347827
12 - 37 	 T/2:  0.40240000000000004
12 - 39 	 T/2:  0.40185185185185185
12 - 41 	 T/2:  0.40241379310344827
12 - 43 	 T/2:  0.40225806451612905
12 - 45 	 T/2:  0.40212121212121216
12 - 47 	 T/2:  0.40199999999999997
12 - 49 	 T/2:  0.40216216216216216
12 - 51 	 T/2:  0.4020512820512821
12 - 53 	 T/2:  0.40219512195121954
12 - 55 	 T/2:  0.4018604651162791
12 - 57 	 T/2:  0.40222222222222226
12 - 59 	 T/2:  0.40212765957446805
12 - 61 	 T/2:  0.40204081632653066
12 - 63 	 T/2:  0.4019607843137255
12 - 65 	 T/2:  0.40207547169811325
12 - 67 	 T/2:  0.40199999999999997
12 - 69 	 T/2:  0.40210526315789474
12 - 71 	 T/2:  0.40203389830508474
12 - 73 	 T/2:  0.4021311475409836
12 - 75 	 T/2:  0.402063492063492
12 - 77 	 T/2:  0.402
12 - 79 	 T/2:  0.40194029850746266
12 - 81 	 T/2:  0.40188405797101456
12 - 83 	 T/2:  0.4019718309859155
12 - 85 	 T/2:  0.4019178082191781
12 - 87 	 T/2:  0.40199999999999997
12 - 89 	 T/2:  0.401948051948052
12 - 91 	 T/2:  0.4017721518987342
12 - 93 	 T/2:  0.40197530864197534
12 - 95 	 T/2:  0.4019277108433735
12 - 97 	 T/2:  0.4018823529411765
12 - 99 	 T/2:  0.4018390804597701
12 - 101 	 T/2:  0.4019101123595506
12 - 103 	 T/2:  0.40186813186813186
12 - 105 	 T/2:  0.4024731182795699
13 - 14 	 T/2:  0.41000000000000014
13 - 16 	 T/2:  0.4033333333333333
13 - 18 	 T/2:  0.40199999999999997
13 - 20 	 T/2:  0.4028571428571429
13 - 22 	 T/2:  0.40222222222222215
13 - 24 	 T/2:  0.4027272727272727
13 - 26 	 T/2:  0.4030769230769231
13 - 28 	 T/2:  0.4026666666666666
13 - 30 	 T/2:  0.4023529411764706
13 - 32 	 T/2:  0.40210526315789474
13 - 34 	 T/2:  0.4019047619047619
13 - 36 	 T/2:  0.40217391304347827
13 - 38 	 T/2:  0.40240000000000004
13 - 40 	 T/2:  0.4022222222222222
13 - 42 	 T/2:  0.4024137931034482
13 - 44 	 T/2:  0.4019354838709678
13 - 46 	 T/2:  0.4021212121212121
13 - 48 	 T/2:  0.40228571428571425
13 - 50 	 T/2:  0.40216216216216216
13 - 52 	 T/2:  0.40230769230769237
13 - 54 	 T/2:  0.4021951219512195
13 - 56 	 T/2:  0.4020930232558139
13 - 58 	 T/2:  0.402
13 - 60 	 T/2:  0.40212765957446805
13 - 62 	 T/2:  0.4020408163265306
13 - 64 	 T/2:  0.4019607843137255
13 - 66 	 T/2:  0.4020754716981132
13 - 68 	 T/2:  0.40199999999999997
13 - 70 	 T/2:  0.4019298245614035
13 - 72 	 T/2:  0.40203389830508474
13 - 74 	 T/2:  0.4019672131147541
13 - 76 	 T/2:  0.402063492063492
13 - 78 	 T/2:  0.40215384615384614
13 - 80 	 T/2:  0.40194029850746266
13 - 82 	 T/2:  0.40202898550724636
13 - 84 	 T/2:  0.40197183098591555
13 - 86 	 T/2:  0.40205479452054793
13 - 88 	 T/2:  0.402
13 - 90 	 T/2:  0.40194805194805194
13 - 92 	 T/2:  0.40189873417721517
13 - 94 	 T/2:  0.40197530864197534
13 - 96 	 T/2:  0.4019277108433735
13 - 98 	 T/2:  0.4018823529411764
13 - 100 	 T/2:  0.40183908045977007
13 - 102 	 T/2:  0.40179775280898883
13 - 104 	 T/2:  0.4018681318681318
13 - 106 	 T/2:  0.40182795698924734
14 - 15 	 T/2:  0.39999999999999947
14 - 17 	 T/2:  0.4033333333333333
14 - 19 	 T/2:  0.40199999999999997
14 - 21 	 T/2:  0.4028571428571429
14 - 23 	 T/2:  0.40111111111111103
14 - 25 	 T/2:  0.4018181818181818
14 - 27 	 T/2:  0.40153846153846146
14 - 29 	 T/2:  0.40199999999999997
14 - 31 	 T/2:  0.40176470588235297
14 - 33 	 T/2:  0.40210526315789474
14 - 35 	 T/2:  0.4019047619047619
14 - 37 	 T/2:  0.40217391304347827
14 - 39 	 T/2:  0.40159999999999996
14 - 41 	 T/2:  0.4022222222222222
14 - 43 	 T/2:  0.40206896551724136
14 - 45 	 T/2:  0.4019354838709678
14 - 47 	 T/2:  0.40181818181818174
14 - 49 	 T/2:  0.402
14 - 51 	 T/2:  0.4018918918918919
14 - 53 	 T/2:  0.40205128205128204
14 - 55 	 T/2:  0.4017073170731707
14 - 57 	 T/2:  0.4020930232558139
14 - 59 	 T/2:  0.402
14 - 61 	 T/2:  0.40191489361702126
14 - 63 	 T/2:  0.4018367346938776
14 - 65 	 T/2:  0.4019607843137255
14 - 67 	 T/2:  0.4018867924528302
14 - 69 	 T/2:  0.40199999999999997
14 - 71 	 T/2:  0.4019298245614035
14 - 73 	 T/2:  0.40203389830508474
14 - 75 	 T/2:  0.4019672131147541
14 - 77 	 T/2:  0.40190476190476193
14 - 79 	 T/2:  0.40184615384615385
14 - 81 	 T/2:  0.40179104477611943
14 - 83 	 T/2:  0.40188405797101445
14 - 85 	 T/2:  0.401830985915493
14 - 87 	 T/2:  0.40191780821917805
14 - 89 	 T/2:  0.40186666666666665
14 - 91 	 T/2:  0.4016883116883117
14 - 93 	 T/2:  0.40189873417721517
14 - 95 	 T/2:  0.4018518518518518
14 - 97 	 T/2:  0.4018072289156627
14 - 99 	 T/2:  0.4017647058823529
14 - 101 	 T/2:  0.4018390804597701
14 - 103 	 T/2:  0.4017977528089887
14 - 105 	 T/2:  0.4024175824175824
15 - 16 	 T/2:  0.40000000000000036
15 - 18 	 T/2:  0.4000000000000001
15 - 20 	 T/2:  0.40200000000000014
15 - 22 	 T/2:  0.40142857142857136
15 - 24 	 T/2:  0.40222222222222226
15 - 26 	 T/2:  0.40272727272727277
15 - 28 	 T/2:  0.40230769230769226
15 - 30 	 T/2:  0.402
15 - 32 	 T/2:  0.401764705882353
15 - 34 	 T/2:  0.40157894736842104
15 - 36 	 T/2:  0.401904761904762
15 - 38 	 T/2:  0.40217391304347827
15 - 40 	 T/2:  0.402
15 - 42 	 T/2:  0.4022222222222222
15 - 44 	 T/2:  0.40172413793103456
15 - 46 	 T/2:  0.4019354838709678
15 - 48 	 T/2:  0.4021212121212121
15 - 50 	 T/2:  0.402
15 - 52 	 T/2:  0.4021621621621622
15 - 54 	 T/2:  0.40205128205128204
15 - 56 	 T/2:  0.40195121951219515
15 - 58 	 T/2:  0.4018604651162791
15 - 60 	 T/2:  0.402
15 - 62 	 T/2:  0.40191489361702126
15 - 64 	 T/2:  0.4018367346938776
15 - 66 	 T/2:  0.4019607843137255
15 - 68 	 T/2:  0.4018867924528302
15 - 70 	 T/2:  0.40181818181818185
15 - 72 	 T/2:  0.4019298245614035
15 - 74 	 T/2:  0.401864406779661
15 - 76 	 T/2:  0.4019672131147541
15 - 78 	 T/2:  0.40206349206349207
15 - 80 	 T/2:  0.40184615384615385
15 - 82 	 T/2:  0.40194029850746266
15 - 84 	 T/2:  0.40188405797101456
15 - 86 	 T/2:  0.4019718309859155
15 - 88 	 T/2:  0.4019178082191781
15 - 90 	 T/2:  0.40186666666666665
15 - 92 	 T/2:  0.4018181818181818
15 - 94 	 T/2:  0.40189873417721517
15 - 96 	 T/2:  0.4018518518518519
15 - 98 	 T/2:  0.4018072289156627
15 - 100 	 T/2:  0.4017647058823529
15 - 102 	 T/2:  0.4017241379310345
15 - 104 	 T/2:  0.4017977528089887
15 - 106 	 T/2:  0.40175824175824176
16 - 17 	 T/2:  0.41000000000000014
16 - 19 	 T/2:  0.4033333333333333
16 - 21 	 T/2:  0.4040000000000001
16 - 23 	 T/2:  0.40142857142857136
16 - 25 	 T/2:  0.40222222222222226
16 - 27 	 T/2:  0.40181818181818174
16 - 29 	 T/2:  0.40230769230769226
16 - 31 	 T/2:  0.402
16 - 33 	 T/2:  0.40235294117647064
16 - 35 	 T/2:  0.40210526315789474
16 - 37 	 T/2:  0.40238095238095234
16 - 39 	 T/2:  0.40173913043478254
16 - 41 	 T/2:  0.4023999999999999
16 - 43 	 T/2:  0.4022222222222222
16 - 45 	 T/2:  0.40206896551724136
16 - 47 	 T/2:  0.40193548387096767
16 - 49 	 T/2:  0.4021212121212121
16 - 51 	 T/2:  0.402
16 - 53 	 T/2:  0.40216216216216216
16 - 55 	 T/2:  0.4017948717948717
16 - 57 	 T/2:  0.4021951219512195
16 - 59 	 T/2:  0.4020930232558139
16 - 61 	 T/2:  0.402
16 - 63 	 T/2:  0.40191489361702126
16 - 65 	 T/2:  0.4020408163265306
16 - 67 	 T/2:  0.4019607843137255
16 - 69 	 T/2:  0.4020754716981132
16 - 71 	 T/2:  0.40199999999999997
16 - 73 	 T/2:  0.4021052631578947
16 - 75 	 T/2:  0.40203389830508474
16 - 77 	 T/2:  0.4019672131147541
16 - 79 	 T/2:  0.40190476190476193
16 - 81 	 T/2:  0.40184615384615385
16 - 83 	 T/2:  0.40194029850746266
16 - 85 	 T/2:  0.4018840579710145
16 - 87 	 T/2:  0.40197183098591543
16 - 89 	 T/2:  0.4019178082191781
16 - 91 	 T/2:  0.40173333333333333
16 - 93 	 T/2:  0.40194805194805194
16 - 95 	 T/2:  0.40189873417721517
16 - 97 	 T/2:  0.4018518518518519
16 - 99 	 T/2:  0.4018072289156627
16 - 101 	 T/2:  0.4018823529411765
16 - 103 	 T/2:  0.4018390804597701
16 - 105 	 T/2:  0.40247191011235955
17 - 18 	 T/2:  0.3899999999999997
17 - 20 	 T/2:  0.4000000000000001
17 - 22 	 T/2:  0.3999999999999998
17 - 24 	 T/2:  0.40142857142857136
17 - 26 	 T/2:  0.40222222222222226
17 - 28 	 T/2:  0.40181818181818174
17 - 30 	 T/2:  0.4015384615384615
17 - 32 	 T/2:  0.4013333333333334
17 - 34 	 T/2:  0.40117647058823525
17 - 36 	 T/2:  0.40157894736842104
17 - 38 	 T/2:  0.401904761904762
17 - 40 	 T/2:  0.40173913043478254
17 - 42 	 T/2:  0.4019999999999999
17 - 44 	 T/2:  0.4014814814814815
17 - 46 	 T/2:  0.40172413793103445
17 - 48 	 T/2:  0.40193548387096767
17 - 50 	 T/2:  0.40181818181818174
17 - 52 	 T/2:  0.402
17 - 54 	 T/2:  0.40189189189189184
17 - 56 	 T/2:  0.4017948717948717
17 - 58 	 T/2:  0.4017073170731707
17 - 60 	 T/2:  0.401860465116279
17 - 62 	 T/2:  0.40177777777777773
17 - 64 	 T/2:  0.40170212765957447
17 - 66 	 T/2:  0.4018367346938775
17 - 68 	 T/2:  0.4017647058823529
17 - 70 	 T/2:  0.40169811320754717
17 - 72 	 T/2:  0.4018181818181818
17 - 74 	 T/2:  0.40175438596491225
17 - 76 	 T/2:  0.40186440677966095
17 - 78 	 T/2:  0.4019672131147541
17 - 80 	 T/2:  0.40174603174603174
17 - 82 	 T/2:  0.4018461538461538
17 - 84 	 T/2:  0.40179104477611943
17 - 86 	 T/2:  0.40188405797101445
17 - 88 	 T/2:  0.401830985915493
17 - 90 	 T/2:  0.4017808219178082
17 - 92 	 T/2:  0.4017333333333333
17 - 94 	 T/2:  0.4018181818181818
17 - 96 	 T/2:  0.4017721518987342
17 - 98 	 T/2:  0.40172839506172836
17 - 100 	 T/2:  0.40168674698795176
17 - 102 	 T/2:  0.4016470588235294
17 - 104 	 T/2:  0.40172413793103445
17 - 106 	 T/2:  0.40168539325842695
18 - 19 	 T/2:  0.41000000000000014
18 - 21 	 T/2:  0.4066666666666669
18 - 23 	 T/2:  0.40199999999999997
18 - 25 	 T/2:  0.4028571428571429
18 - 27 	 T/2:  0.40222222222222215
18 - 29 	 T/2:  0.4027272727272727
18 - 31 	 T/2:  0.40230769230769237
18 - 33 	 T/2:  0.40266666666666673
18 - 35 	 T/2:  0.4023529411764706
18 - 37 	 T/2:  0.40263157894736845
18 - 39 	 T/2:  0.4019047619047619
18 - 41 	 T/2:  0.4026086956521739
18 - 43 	 T/2:  0.40240000000000004
18 - 45 	 T/2:  0.40222222222222226
18 - 47 	 T/2:  0.4020689655172413
18 - 49 	 T/2:  0.40225806451612905
18 - 51 	 T/2:  0.40212121212121216
18 - 53 	 T/2:  0.4022857142857143
18 - 55 	 T/2:  0.4018918918918919
18 - 57 	 T/2:  0.4023076923076923
