Configuration 2:  

(using maxima)

1 - 2 	 T:  0.8
3 - 27 	 T:  0.8041666666666667
3 - 28 	 T:  0.8036
3 - 29 	 T:  0.8042307692307692
3 - 30 	 T:  0.804074074074074
3 - 31 	 T:  0.8039285714285714
3 - 32 	 T:  0.8037931034482759
3 - 33 	 T:  0.804
3 - 34 	 T:  0.8038709677419356
3 - 35 	 T:  0.8040625
3 - 36 	 T:  0.803939393939394
3 - 37 	 T:  0.8041176470588235
3 - 38 	 T:  0.804
3 - 39 	 T:  0.8038888888888889
3 - 40 	 T:  0.8037837837837838
3 - 41 	 T:  0.8036842105263159
3 - 42 	 T:  0.8038461538461538
3 - 43 	 T:  0.80375
3 - 44 	 T:  0.8039024390243901
3 - 45 	 T:  0.8038095238095238
3 - 46 	 T:  0.8034883720930232
3 - 47 	 T:  0.8038636363636363
3 - 48 	 T:  0.8037777777777777
3 - 49 	 T:  0.803695652173913
3 - 50 	 T:  0.8036170212765956
3 - 51 	 T:  0.80375
3 - 52 	 T:  0.803673469387755
3 - 53 	 T:  0.8047999999999998
4 - 5 	 T:  0.81
4 - 6 	 T:  0.8050000000000002
4 - 7 	 T:  0.8033333333333333
4 - 8 	 T:  0.8049999999999999
4 - 9 	 T:  0.806
4 - 10 	 T:  0.805
4 - 11 	 T:  0.8057142857142858
4 - 12 	 T:  0.80375
4 - 13 	 T:  0.8044444444444445
4 - 14 	 T:  0.8039999999999999
4 - 15 	 T:  0.8045454545454546
4 - 16 	 T:  0.8041666666666667
4 - 17 	 T:  0.8046153846153847
4 - 18 	 T:  0.8042857142857143
4 - 19 	 T:  0.8046666666666666
4 - 20 	 T:  0.80375
4 - 21 	 T:  0.8047058823529412
4 - 22 	 T:  0.8044444444444445
4 - 23 	 T:  0.8042105263157895
4 - 24 	 T:  0.8039999999999999
4 - 25 	 T:  0.8042857142857143
4 - 26 	 T:  0.8040909090909092
4 - 27 	 T:  0.8043478260869565
4 - 28 	 T:  0.80375
4 - 29 	 T:  0.8044
4 - 30 	 T:  0.8042307692307692
4 - 31 	 T:  0.804074074074074
4 - 32 	 T:  0.8039285714285714
4 - 33 	 T:  0.8041379310344827
4 - 34 	 T:  0.804
4 - 35 	 T:  0.8041935483870968
4 - 36 	 T:  0.8040625
4 - 37 	 T:  0.8042424242424242
4 - 38 	 T:  0.8041176470588235
4 - 39 	 T:  0.804
4 - 40 	 T:  0.8038888888888889
4 - 41 	 T:  0.8037837837837838
4 - 42 	 T:  0.8039473684210525
4 - 43 	 T:  0.8038461538461539
4 - 44 	 T:  0.8039999999999999
4 - 45 	 T:  0.8039024390243903
4 - 46 	 T:  0.8035714285714286
4 - 47 	 T:  0.803953488372093
4 - 48 	 T:  0.8038636363636363
4 - 49 	 T:  0.8037777777777778
4 - 50 	 T:  0.803695652173913
4 - 51 	 T:  0.8038297872340425
4 - 52 	 T:  0.80375
4 - 53 	 T:  0.8048979591836735
5 - 6 	 T:  0.8000000000000003
5 - 7 	 T:  0.8
5 - 8 	 T:  0.8033333333333332
5 - 9 	 T:  0.805
5 - 10 	 T:  0.8039999999999999
5 - 11 	 T:  0.805
5 - 12 	 T:  0.8028571428571427
5 - 13 	 T:  0.80375
5 - 14 	 T:  0.8033333333333332
5 - 15 	 T:  0.8039999999999999
5 - 16 	 T:  0.8036363636363636
5 - 17 	 T:  0.8041666666666667
5 - 18 	 T:  0.8038461538461538
5 - 19 	 T:  0.8042857142857143
5 - 20 	 T:  0.8033333333333332
5 - 21 	 T:  0.804375
5 - 22 	 T:  0.8041176470588235
5 - 23 	 T:  0.8038888888888889
5 - 24 	 T:  0.8036842105263157
5 - 25 	 T:  0.804
5 - 26 	 T:  0.803809523809524
5 - 27 	 T:  0.8040909090909092
5 - 28 	 T:  0.8034782608695652
5 - 29 	 T:  0.8041666666666667
5 - 30 	 T:  0.804
5 - 31 	 T:  0.8038461538461539
5 - 32 	 T:  0.8037037037037038
5 - 33 	 T:  0.8039285714285714
5 - 34 	 T:  0.8037931034482759
5 - 35 	 T:  0.804
5 - 36 	 T:  0.8038709677419356
5 - 37 	 T:  0.8040625
5 - 38 	 T:  0.803939393939394
5 - 39 	 T:  0.8038235294117647
5 - 40 	 T:  0.8037142857142858
5 - 41 	 T:  0.8036111111111112
5 - 42 	 T:  0.8037837837837838
5 - 43 	 T:  0.8036842105263159
5 - 44 	 T:  0.8038461538461538
5 - 45 	 T:  0.80375
5 - 46 	 T:  0.8034146341463414
5 - 47 	 T:  0.8038095238095238
5 - 48 	 T:  0.803720930232558
5 - 49 	 T:  0.8036363636363636
5 - 50 	 T:  0.8035555555555555
5 - 51 	 T:  0.803695652173913
5 - 52 	 T:  0.8036170212765956
5 - 53 	 T:  0.8047916666666666
6 - 7 	 T:  0.7999999999999998
6 - 8 	 T:  0.8049999999999997
6 - 9 	 T:  0.8066666666666666
6 - 10 	 T:  0.8049999999999999
6 - 11 	 T:  0.806
6 - 12 	 T:  0.8033333333333332
6 - 13 	 T:  0.8042857142857143
6 - 14 	 T:  0.8037499999999999
6 - 15 	 T:  0.8044444444444444
6 - 16 	 T:  0.8039999999999999
6 - 17 	 T:  0.8045454545454547
6 - 18 	 T:  0.8041666666666666
6 - 19 	 T:  0.8046153846153847
6 - 20 	 T:  0.8035714285714286
6 - 21 	 T:  0.8046666666666666
6 - 22 	 T:  0.8043750000000001
6 - 23 	 T:  0.8041176470588236
6 - 24 	 T:  0.8038888888888889
6 - 25 	 T:  0.8042105263157895
6 - 26 	 T:  0.804
6 - 27 	 T:  0.8042857142857143
6 - 28 	 T:  0.8036363636363636
6 - 29 	 T:  0.8043478260869565
6 - 30 	 T:  0.8041666666666667
6 - 31 	 T:  0.804
6 - 32 	 T:  0.8038461538461539
6 - 33 	 T:  0.804074074074074
6 - 34 	 T:  0.8039285714285714
6 - 35 	 T:  0.8041379310344827
6 - 36 	 T:  0.804
6 - 37 	 T:  0.8041935483870968
6 - 38 	 T:  0.8040625
6 - 39 	 T:  0.803939393939394
6 - 40 	 T:  0.8038235294117647
6 - 41 	 T:  0.8037142857142858
6 - 42 	 T:  0.8038888888888889
6 - 43 	 T:  0.8037837837837838
6 - 44 	 T:  0.8039473684210525
6 - 45 	 T:  0.8038461538461539
6 - 46 	 T:  0.8035
6 - 47 	 T:  0.8039024390243903
6 - 48 	 T:  0.8038095238095238
6 - 49 	 T:  0.8037209302325582
6 - 50 	 T:  0.8036363636363636
6 - 51 	 T:  0.8037777777777778
6 - 52 	 T:  0.803695652173913
6 - 53 	 T:  0.8048936170212766
7 - 8 	 T:  0.8099999999999996
7 - 9 	 T:  0.81
7 - 10 	 T:  0.8066666666666666
7 - 11 	 T:  0.8075000000000001
7 - 12 	 T:  0.8039999999999999
7 - 13 	 T:  0.805
7 - 14 	 T:  0.8042857142857142
7 - 15 	 T:  0.8049999999999999
7 - 16 	 T:  0.8044444444444445
7 - 17 	 T:  0.805
7 - 18 	 T:  0.8045454545454546
7 - 19 	 T:  0.805
7 - 20 	 T:  0.8038461538461538
7 - 21 	 T:  0.8049999999999999
7 - 22 	 T:  0.8046666666666666
7 - 23 	 T:  0.8043750000000001
7 - 24 	 T:  0.8041176470588234
7 - 25 	 T:  0.8044444444444445
7 - 26 	 T:  0.8042105263157895
7 - 27 	 T:  0.8045
7 - 28 	 T:  0.8038095238095238
7 - 29 	 T:  0.8045454545454546
7 - 30 	 T:  0.8043478260869565
7 - 31 	 T:  0.8041666666666667
7 - 32 	 T:  0.804
7 - 33 	 T:  0.8042307692307692
7 - 34 	 T:  0.804074074074074
7 - 35 	 T:  0.8042857142857143
7 - 36 	 T:  0.8041379310344827
7 - 37 	 T:  0.8043333333333333
7 - 38 	 T:  0.8041935483870968
7 - 39 	 T:  0.8040625
7 - 40 	 T:  0.803939393939394
7 - 41 	 T:  0.8038235294117647
7 - 42 	 T:  0.8039999999999999
7 - 43 	 T:  0.8038888888888889
7 - 44 	 T:  0.804054054054054
7 - 45 	 T:  0.8039473684210526
7 - 46 	 T:  0.8035897435897436
7 - 47 	 T:  0.8039999999999999
7 - 48 	 T:  0.8039024390243901
7 - 49 	 T:  0.803809523809524
7 - 50 	 T:  0.8037209302325582
7 - 51 	 T:  0.8038636363636364
7 - 52 	 T:  0.8037777777777778
7 - 53 	 T:  0.805
8 - 9 	 T:  0.8100000000000005
8 - 10 	 T:  0.8050000000000002
8 - 11 	 T:  0.806666666666667
8 - 12 	 T:  0.8025
8 - 13 	 T:  0.804
8 - 14 	 T:  0.8033333333333332
8 - 15 	 T:  0.8042857142857143
8 - 16 	 T:  0.8037500000000001
8 - 17 	 T:  0.8044444444444445
8 - 18 	 T:  0.8039999999999999
8 - 19 	 T:  0.8045454545454547
8 - 20 	 T:  0.8033333333333333
8 - 21 	 T:  0.8046153846153847
8 - 22 	 T:  0.8042857142857144
8 - 23 	 T:  0.8040000000000002
8 - 24 	 T:  0.80375
8 - 25 	 T:  0.8041176470588236
8 - 26 	 T:  0.803888888888889
8 - 27 	 T:  0.8042105263157895
8 - 28 	 T:  0.8035
8 - 29 	 T:  0.8042857142857143
8 - 30 	 T:  0.8040909090909092
8 - 31 	 T:  0.803913043478261
8 - 32 	 T:  0.8037500000000001
8 - 33 	 T:  0.804
8 - 34 	 T:  0.8038461538461539
8 - 35 	 T:  0.804074074074074
8 - 36 	 T:  0.8039285714285714
8 - 37 	 T:  0.8041379310344827
8 - 38 	 T:  0.804
8 - 39 	 T:  0.8038709677419356
8 - 40 	 T:  0.8037500000000001
8 - 41 	 T:  0.8036363636363637
8 - 42 	 T:  0.8038235294117646
8 - 43 	 T:  0.8037142857142858
8 - 44 	 T:  0.8038888888888889
8 - 45 	 T:  0.8037837837837838
8 - 46 	 T:  0.8034210526315789
8 - 47 	 T:  0.8038461538461539
8 - 48 	 T:  0.80375
8 - 49 	 T:  0.8036585365853659
8 - 50 	 T:  0.8035714285714286
8 - 51 	 T:  0.8037209302325582
8 - 52 	 T:  0.8036363636363636
8 - 53 	 T:  0.8048888888888889
9 - 10 	 T:  0.7999999999999998
9 - 11 	 T:  0.8050000000000002
9 - 12 	 T:  0.7999999999999998
9 - 13 	 T:  0.8025
9 - 14 	 T:  0.8019999999999998
9 - 15 	 T:  0.8033333333333332
9 - 16 	 T:  0.8028571428571428
9 - 17 	 T:  0.8037500000000001
9 - 18 	 T:  0.8033333333333332
9 - 19 	 T:  0.8039999999999999
9 - 20 	 T:  0.8027272727272726
9 - 21 	 T:  0.8041666666666666
9 - 22 	 T:  0.8038461538461538
9 - 23 	 T:  0.8035714285714286
9 - 24 	 T:  0.8033333333333331
9 - 25 	 T:  0.80375
9 - 26 	 T:  0.8035294117647059
9 - 27 	 T:  0.8038888888888889
9 - 28 	 T:  0.803157894736842
9 - 29 	 T:  0.8039999999999999
9 - 30 	 T:  0.8038095238095238
9 - 31 	 T:  0.8036363636363636
9 - 32 	 T:  0.8034782608695652
9 - 33 	 T:  0.80375
9 - 34 	 T:  0.8036
9 - 35 	 T:  0.8038461538461538
9 - 36 	 T:  0.8037037037037037
9 - 37 	 T:  0.8039285714285713
9 - 38 	 T:  0.8037931034482758
9 - 39 	 T:  0.8036666666666666
9 - 40 	 T:  0.8035483870967742
9 - 41 	 T:  0.8034375
9 - 42 	 T:  0.8036363636363635
9 - 43 	 T:  0.8035294117647059
9 - 44 	 T:  0.8037142857142856
9 - 45 	 T:  0.803611111111111
9 - 46 	 T:  0.8032432432432433
9 - 47 	 T:  0.8036842105263158
9 - 48 	 T:  0.8035897435897434
9 - 49 	 T:  0.8035
9 - 50 	 T:  0.8034146341463414
9 - 51 	 T:  0.8035714285714286
9 - 52 	 T:  0.8034883720930232
9 - 53 	 T:  0.8047727272727272
10 - 11 	 T:  0.8100000000000005
10 - 12 	 T:  0.7999999999999998
10 - 13 	 T:  0.8033333333333333
10 - 14 	 T:  0.8024999999999998
10 - 15 	 T:  0.8039999999999999
10 - 16 	 T:  0.8033333333333333
10 - 17 	 T:  0.8042857142857144
10 - 18 	 T:  0.80375
10 - 19 	 T:  0.8044444444444445
10 - 20 	 T:  0.8029999999999999
10 - 21 	 T:  0.8045454545454546
10 - 22 	 T:  0.8041666666666667
10 - 23 	 T:  0.8038461538461539
10 - 24 	 T:  0.8035714285714285
10 - 25 	 T:  0.804
10 - 26 	 T:  0.8037500000000001
10 - 27 	 T:  0.8041176470588235
10 - 28 	 T:  0.8033333333333332
10 - 29 	 T:  0.8042105263157895
10 - 30 	 T:  0.8039999999999999
10 - 31 	 T:  0.803809523809524
10 - 32 	 T:  0.8036363636363636
10 - 33 	 T:  0.803913043478261
10 - 34 	 T:  0.80375
10 - 35 	 T:  0.804
10 - 36 	 T:  0.8038461538461538
10 - 37 	 T:  0.804074074074074
10 - 38 	 T:  0.8039285714285713
10 - 39 	 T:  0.8037931034482759
10 - 40 	 T:  0.8036666666666666
10 - 41 	 T:  0.8035483870967743
10 - 42 	 T:  0.80375
10 - 43 	 T:  0.8036363636363637
10 - 44 	 T:  0.8038235294117646
10 - 45 	 T:  0.8037142857142858
10 - 46 	 T:  0.8033333333333333
10 - 47 	 T:  0.8037837837837838
10 - 48 	 T:  0.8036842105263158
10 - 49 	 T:  0.8035897435897437
10 - 50 	 T:  0.8035
10 - 51 	 T:  0.8036585365853659
10 - 52 	 T:  0.8035714285714286
10 - 53 	 T:  0.8048837209302325
11 - 12 	 T:  0.7899999999999991
11 - 13 	 T:  0.7999999999999998
11 - 14 	 T:  0.7999999999999995
11 - 15 	 T:  0.8024999999999998
11 - 16 	 T:  0.8019999999999999
11 - 17 	 T:  0.8033333333333333
11 - 18 	 T:  0.8028571428571427
11 - 19 	 T:  0.80375
11 - 20 	 T:  0.8022222222222221
11 - 21 	 T:  0.8039999999999999
11 - 22 	 T:  0.8036363636363636
11 - 23 	 T:  0.8033333333333333
11 - 24 	 T:  0.8030769230769229
11 - 25 	 T:  0.8035714285714286
11 - 26 	 T:  0.8033333333333333
11 - 27 	 T:  0.80375
11 - 28 	 T:  0.8029411764705882
11 - 29 	 T:  0.8038888888888889
11 - 30 	 T:  0.8036842105263158
11 - 31 	 T:  0.8035
11 - 32 	 T:  0.8033333333333333
11 - 33 	 T:  0.8036363636363636
11 - 34 	 T:  0.8034782608695652
11 - 35 	 T:  0.80375
11 - 36 	 T:  0.8036
11 - 37 	 T:  0.8038461538461538
11 - 38 	 T:  0.8037037037037037
11 - 39 	 T:  0.8035714285714286
11 - 40 	 T:  0.803448275862069
11 - 41 	 T:  0.8033333333333333
11 - 42 	 T:  0.8035483870967741
11 - 43 	 T:  0.8034375
11 - 44 	 T:  0.8036363636363635
11 - 45 	 T:  0.8035294117647059
11 - 46 	 T:  0.8031428571428572
11 - 47 	 T:  0.803611111111111
11 - 48 	 T:  0.8035135135135134
11 - 49 	 T:  0.8034210526315789
11 - 50 	 T:  0.8033333333333333
11 - 51 	 T:  0.8035
11 - 52 	 T:  0.8034146341463414
11 - 53 	 T:  0.8047619047619047
12 - 13 	 T:  0.8100000000000005
12 - 14 	 T:  0.8049999999999997
12 - 15 	 T:  0.8066666666666666
12 - 16 	 T:  0.8050000000000002
12 - 17 	 T:  0.8060000000000003
12 - 18 	 T:  0.805
12 - 19 	 T:  0.8057142857142858
12 - 20 	 T:  0.80375
12 - 21 	 T:  0.8055555555555556
12 - 22 	 T:  0.805
12 - 23 	 T:  0.8045454545454547
12 - 24 	 T:  0.8041666666666666
12 - 25 	 T:  0.8046153846153847
12 - 26 	 T:  0.8042857142857144
12 - 27 	 T:  0.8046666666666666
12 - 28 	 T:  0.80375
12 - 29 	 T:  0.8047058823529412
12 - 30 	 T:  0.8044444444444445
12 - 31 	 T:  0.8042105263157895
12 - 32 	 T:  0.804
12 - 33 	 T:  0.8042857142857143
12 - 34 	 T:  0.8040909090909092
12 - 35 	 T:  0.8043478260869565
12 - 36 	 T:  0.8041666666666667
12 - 37 	 T:  0.8044
12 - 38 	 T:  0.8042307692307692
12 - 39 	 T:  0.804074074074074
12 - 40 	 T:  0.8039285714285714
12 - 41 	 T:  0.8037931034482759
12 - 42 	 T:  0.8039999999999999
12 - 43 	 T:  0.8038709677419356
12 - 44 	 T:  0.8040624999999999
12 - 45 	 T:  0.803939393939394
12 - 46 	 T:  0.8035294117647059
12 - 47 	 T:  0.804
12 - 48 	 T:  0.8038888888888889
12 - 49 	 T:  0.8037837837837838
12 - 50 	 T:  0.8036842105263158
12 - 51 	 T:  0.8038461538461539
12 - 52 	 T:  0.80375
12 - 53 	 T:  0.8051219512195121
13 - 14 	 T:  0.7999999999999989
13 - 15 	 T:  0.8049999999999997
13 - 16 	 T:  0.8033333333333333
13 - 17 	 T:  0.8050000000000002
13 - 18 	 T:  0.8039999999999999
13 - 19 	 T:  0.805
13 - 20 	 T:  0.8028571428571427
13 - 21 	 T:  0.8049999999999999
13 - 22 	 T:  0.8044444444444445
13 - 23 	 T:  0.804
13 - 24 	 T:  0.8036363636363635
13 - 25 	 T:  0.8041666666666667
13 - 26 	 T:  0.8038461538461539
13 - 27 	 T:  0.8042857142857143
13 - 28 	 T:  0.8033333333333332
13 - 29 	 T:  0.804375
13 - 30 	 T:  0.8041176470588235
13 - 31 	 T:  0.8038888888888889
13 - 32 	 T:  0.8036842105263159
13 - 33 	 T:  0.8039999999999999
13 - 34 	 T:  0.803809523809524
13 - 35 	 T:  0.804090909090909
13 - 36 	 T:  0.803913043478261
13 - 37 	 T:  0.8041666666666666
13 - 38 	 T:  0.804
13 - 39 	 T:  0.8038461538461538
13 - 40 	 T:  0.8037037037037038
13 - 41 	 T:  0.8035714285714286
13 - 42 	 T:  0.8037931034482757
13 - 43 	 T:  0.8036666666666666
13 - 44 	 T:  0.8038709677419353
13 - 45 	 T:  0.80375
13 - 46 	 T:  0.8033333333333332
13 - 47 	 T:  0.8038235294117646
13 - 48 	 T:  0.8037142857142856
13 - 49 	 T:  0.803611111111111
13 - 50 	 T:  0.8035135135135134
13 - 51 	 T:  0.8036842105263158
13 - 52 	 T:  0.8035897435897434
13 - 53 	 T:  0.8049999999999999
14 - 15 	 T:  0.8100000000000005
14 - 16 	 T:  0.8050000000000006
14 - 17 	 T:  0.8066666666666672
14 - 18 	 T:  0.8050000000000002
14 - 19 	 T:  0.8060000000000003
14 - 20 	 T:  0.8033333333333333
14 - 21 	 T:  0.8057142857142858
14 - 22 	 T:  0.8050000000000002
14 - 23 	 T:  0.8044444444444446
14 - 24 	 T:  0.8039999999999999
14 - 25 	 T:  0.8045454545454547
14 - 26 	 T:  0.8041666666666668
14 - 27 	 T:  0.8046153846153847
14 - 28 	 T:  0.8035714285714286
14 - 29 	 T:  0.8046666666666666
14 - 30 	 T:  0.8043750000000001
14 - 31 	 T:  0.8041176470588236
14 - 32 	 T:  0.803888888888889
14 - 33 	 T:  0.8042105263157895
14 - 34 	 T:  0.804
14 - 35 	 T:  0.8042857142857143
14 - 36 	 T:  0.8040909090909092
14 - 37 	 T:  0.8043478260869565
14 - 38 	 T:  0.8041666666666667
14 - 39 	 T:  0.804
14 - 40 	 T:  0.8038461538461539
14 - 41 	 T:  0.8037037037037038
14 - 42 	 T:  0.8039285714285713
14 - 43 	 T:  0.8037931034482759
14 - 44 	 T:  0.8039999999999999
14 - 45 	 T:  0.8038709677419356
14 - 46 	 T:  0.8034375
14 - 47 	 T:  0.803939393939394
14 - 48 	 T:  0.8038235294117646
14 - 49 	 T:  0.8037142857142858
14 - 50 	 T:  0.803611111111111
14 - 51 	 T:  0.8037837837837838
14 - 52 	 T:  0.8036842105263158
14 - 53 	 T:  0.805128205128205
15 - 16 	 T:  0.8000000000000007
15 - 17 	 T:  0.8050000000000006
15 - 18 	 T:  0.8033333333333333
15 - 19 	 T:  0.8050000000000002
15 - 20 	 T:  0.8019999999999999
15 - 21 	 T:  0.805
15 - 22 	 T:  0.8042857142857144
15 - 23 	 T:  0.8037500000000002
15 - 24 	 T:  0.8033333333333332
15 - 25 	 T:  0.804
15 - 26 	 T:  0.8036363636363638
15 - 27 	 T:  0.8041666666666667
15 - 28 	 T:  0.803076923076923
15 - 29 	 T:  0.8042857142857143
15 - 30 	 T:  0.804
15 - 31 	 T:  0.8037500000000001
15 - 32 	 T:  0.803529411764706
15 - 33 	 T:  0.8038888888888889
15 - 34 	 T:  0.8036842105263159
15 - 35 	 T:  0.8039999999999999
15 - 36 	 T:  0.803809523809524
15 - 37 	 T:  0.804090909090909
15 - 38 	 T:  0.803913043478261
15 - 39 	 T:  0.80375
15 - 40 	 T:  0.8036000000000001
15 - 41 	 T:  0.8034615384615384
15 - 42 	 T:  0.8037037037037036
15 - 43 	 T:  0.8035714285714286
15 - 44 	 T:  0.8037931034482757
15 - 45 	 T:  0.8036666666666666
15 - 46 	 T:  0.8032258064516129
15 - 47 	 T:  0.80375
15 - 48 	 T:  0.8036363636363635
15 - 49 	 T:  0.8035294117647059
15 - 50 	 T:  0.8034285714285714
15 - 51 	 T:  0.803611111111111
15 - 52 	 T:  0.8035135135135134
15 - 53 	 T:  0.8049999999999999
16 - 17 	 T:  0.8100000000000005
16 - 18 	 T:  0.8049999999999997
16 - 19 	 T:  0.8066666666666666
16 - 20 	 T:  0.8024999999999998
16 - 21 	 T:  0.8059999999999998
16 - 22 	 T:  0.805
16 - 23 	 T:  0.8042857142857144
16 - 24 	 T:  0.8037499999999997
16 - 25 	 T:  0.8044444444444445
16 - 26 	 T:  0.804
16 - 27 	 T:  0.8045454545454546
16 - 28 	 T:  0.8033333333333332
16 - 29 	 T:  0.8046153846153845
16 - 30 	 T:  0.8042857142857143
16 - 31 	 T:  0.804
16 - 32 	 T:  0.8037500000000001
16 - 33 	 T:  0.8041176470588235
16 - 34 	 T:  0.8038888888888889
16 - 35 	 T:  0.8042105263157895
16 - 36 	 T:  0.8039999999999999
16 - 37 	 T:  0.8042857142857143
16 - 38 	 T:  0.804090909090909
16 - 39 	 T:  0.803913043478261
16 - 40 	 T:  0.80375
16 - 41 	 T:  0.8036000000000001
16 - 42 	 T:  0.8038461538461538
16 - 43 	 T:  0.8037037037037038
16 - 44 	 T:  0.8039285714285713
16 - 45 	 T:  0.8037931034482759
16 - 46 	 T:  0.8033333333333333
16 - 47 	 T:  0.8038709677419356
16 - 48 	 T:  0.80375
16 - 49 	 T:  0.8036363636363637
16 - 50 	 T:  0.8035294117647059
16 - 51 	 T:  0.8037142857142858
16 - 52 	 T:  0.803611111111111
16 - 53 	 T:  0.8051351351351351
17 - 18 	 T:  0.7999999999999989
17 - 19 	 T:  0.8049999999999997
17 - 20 	 T:  0.7999999999999995
17 - 21 	 T:  0.8049999999999997
17 - 22 	 T:  0.8039999999999999
17 - 23 	 T:  0.8033333333333333
17 - 24 	 T:  0.8028571428571425
17 - 25 	 T:  0.80375
17 - 26 	 T:  0.8033333333333333
17 - 27 	 T:  0.8039999999999999
17 - 28 	 T:  0.8027272727272726
17 - 29 	 T:  0.8041666666666666
17 - 30 	 T:  0.8038461538461538
17 - 31 	 T:  0.8035714285714286
17 - 32 	 T:  0.8033333333333333
17 - 33 	 T:  0.80375
17 - 34 	 T:  0.8035294117647059
17 - 35 	 T:  0.8038888888888889
17 - 36 	 T:  0.8036842105263158
17 - 37 	 T:  0.8039999999999999
17 - 38 	 T:  0.8038095238095238
17 - 39 	 T:  0.8036363636363636
17 - 40 	 T:  0.8034782608695652
17 - 41 	 T:  0.8033333333333333
17 - 42 	 T:  0.8035999999999999
17 - 43 	 T:  0.8034615384615384
17 - 44 	 T:  0.8037037037037036
17 - 45 	 T:  0.8035714285714286
17 - 46 	 T:  0.803103448275862
17 - 47 	 T:  0.8036666666666666
17 - 48 	 T:  0.8035483870967741
17 - 49 	 T:  0.8034375
17 - 50 	 T:  0.8033333333333332
17 - 51 	 T:  0.8035294117647059
17 - 52 	 T:  0.8034285714285714
17 - 53 	 T:  0.8049999999999999
18 - 19 	 T:  0.8100000000000005
18 - 20 	 T:  0.7999999999999998
18 - 21 	 T:  0.8066666666666666
18 - 22 	 T:  0.8050000000000002
18 - 23 	 T:  0.8040000000000003
18 - 24 	 T:  0.8033333333333331
18 - 25 	 T:  0.8042857142857144
18 - 26 	 T:  0.8037500000000002
18 - 27 	 T:  0.8044444444444445
18 - 28 	 T:  0.8029999999999999
18 - 29 	 T:  0.8045454545454546
18 - 30 	 T:  0.8041666666666667
18 - 31 	 T:  0.8038461538461539
18 - 32 	 T:  0.8035714285714287
18 - 33 	 T:  0.804
18 - 34 	 T:  0.8037500000000001
18 - 35 	 T:  0.8041176470588235
18 - 36 	 T:  0.8038888888888889
18 - 37 	 T:  0.8042105263157895
18 - 38 	 T:  0.8039999999999999
18 - 39 	 T:  0.803809523809524
18 - 40 	 T:  0.8036363636363636
18 - 41 	 T:  0.8034782608695654
18 - 42 	 T:  0.80375
18 - 43 	 T:  0.8036000000000001
18 - 44 	 T:  0.8038461538461538
18 - 45 	 T:  0.8037037037037038
18 - 46 	 T:  0.8032142857142858
18 - 47 	 T:  0.8037931034482759
18 - 48 	 T:  0.8036666666666666
18 - 49 	 T:  0.8035483870967743
18 - 50 	 T:  0.8034375
18 - 51 	 T:  0.8036363636363637
18 - 52 	 T:  0.8035294117647059
18 - 53 	 T:  0.8051428571428572
19 - 20 	 T:  0.7899999999999991
19 - 21 	 T:  0.8049999999999997
19 - 22 	 T:  0.8033333333333333
19 - 23 	 T:  0.8025000000000002
19 - 24 	 T:  0.8019999999999996
19 - 25 	 T:  0.8033333333333333
19 - 26 	 T:  0.802857142857143
19 - 27 	 T:  0.80375
19 - 28 	 T:  0.8022222222222221
19 - 29 	 T:  0.8039999999999999
19 - 30 	 T:  0.8036363636363636
19 - 31 	 T:  0.8033333333333333
19 - 32 	 T:  0.8030769230769231
19 - 33 	 T:  0.8035714285714286
19 - 34 	 T:  0.8033333333333333
19 - 35 	 T:  0.80375
19 - 36 	 T:  0.8035294117647059
19 - 37 	 T:  0.8038888888888889
19 - 38 	 T:  0.8036842105263158
19 - 39 	 T:  0.8035
19 - 40 	 T:  0.8033333333333333
19 - 41 	 T:  0.8031818181818182
19 - 42 	 T:  0.8034782608695651
19 - 43 	 T:  0.8033333333333333
19 - 44 	 T:  0.8035999999999999
19 - 45 	 T:  0.8034615384615384
19 - 46 	 T:  0.802962962962963
19 - 47 	 T:  0.8035714285714286
19 - 48 	 T:  0.8034482758620689
19 - 49 	 T:  0.8033333333333333
19 - 50 	 T:  0.8032258064516129
19 - 51 	 T:  0.8034375
19 - 52 	 T:  0.8033333333333332
19 - 53 	 T:  0.8049999999999999
20 - 21 	 T:  0.8200000000000003
20 - 22 	 T:  0.8100000000000005
20 - 23 	 T:  0.8066666666666672
20 - 24 	 T:  0.8049999999999997
20 - 25 	 T:  0.8060000000000003
20 - 26 	 T:  0.8050000000000003
20 - 27 	 T:  0.8057142857142858
20 - 28 	 T:  0.80375
20 - 29 	 T:  0.8055555555555556
20 - 30 	 T:  0.805
20 - 31 	 T:  0.8045454545454547
20 - 32 	 T:  0.8041666666666668
20 - 33 	 T:  0.8046153846153847
20 - 34 	 T:  0.8042857142857144
20 - 35 	 T:  0.8046666666666666
20 - 36 	 T:  0.8043750000000001
20 - 37 	 T:  0.8047058823529412
20 - 38 	 T:  0.8044444444444445
20 - 39 	 T:  0.8042105263157895
20 - 40 	 T:  0.804
20 - 41 	 T:  0.803809523809524
20 - 42 	 T:  0.804090909090909
20 - 43 	 T:  0.803913043478261
20 - 44 	 T:  0.8041666666666666
20 - 45 	 T:  0.804
20 - 46 	 T:  0.8034615384615384
20 - 47 	 T:  0.804074074074074
20 - 48 	 T:  0.8039285714285713
20 - 49 	 T:  0.8037931034482759
20 - 50 	 T:  0.8036666666666666
20 - 51 	 T:  0.8038709677419356
20 - 52 	 T:  0.80375
20 - 53 	 T:  0.8054545454545454
