time;position
13.800;0.383942
13.810;0.385145
13.820;0.386329
13.830;0.387666
13.840;0.389385
13.850;0.391085
13.860;0.392937
13.870;0.395191
13.880;0.397214
13.890;0.3996
13.900;0.402198
13.910;0.404564
13.920;0.407558
13.930;0.408022
13.940;0.410559
13.950;0.413501
13.960;0.41623
13.970;0.419173
13.980;0.421922
13.990;0.424672
14.000;0.427443
14.010;0.430021
14.020;0.432621
14.030;0.435027
14.040;0.437478
14.050;0.43954
14.060;0.441625
14.070;0.443538
14.080;0.44528
14.090;0.446872
14.100;0.448075
14.110;0.449301
14.120;0.450378
14.130;0.451088
14.140;0.451627
14.150;0.452016
14.160;0.452039
14.170;0.451889
14.180;0.45159
14.190;0.450902
14.200;0.450259
14.210;0.449249
14.220;0.448067
14.230;0.446713
14.240;0.445209
14.250;0.443316
14.260;0.441445
14.270;0.439402
14.280;0.437186
14.290;0.434776
14.300;0.432388
14.310;0.429806
14.320;0.427224
14.330;0.424664
14.340;0.42191
14.350;0.419155
14.360;0.416401
14.370;0.413668
14.380;0.410474
14.390;0.410012
14.400;0.40743
14.410;0.404827
14.420;0.402418
14.430;0.399988
14.440;0.397731
14.450;0.395665
14.460;0.393561
14.470;0.39184
14.480;0.39008
14.490;0.388703
14.500;0.387288
14.510;0.386256
14.520;0.385204
14.530;0.384286
14.540;0.383962
14.550;0.383388
14.560;0.383388
14.570;0.383369
14.580;0.383502
14.590;0.383999
14.600;0.384649
14.610;0.38568
14.620;0.386693
14.630;0.387857
14.640;0.389405
14.650;0.390913
14.660;0.392784
14.670;0.394847
14.680;0.39689
14.690;0.399125
14.700;0.40156
14.710;0.401835
14.720;0.404413
14.730;0.406991
14.740;0.409548
14.750;0.412298
14.760;0.415048
14.770;0.417798
14.780;0.420548
14.790;0.423319
14.800;0.425897
14.810;0.428475
14.820;0.431074
14.830;0.433481
14.840;0.435909
14.850;0.438165
14.860;0.44025
14.870;0.442141
14.880;0.444076
14.890;0.445646
14.900;0.447044
14.910;0.448001
14.920;0.45141
14.930;0.452098
14.940;0.452831
14.950;0.453197
14.960;0.453392
14.970;0.453437
14.980;0.453116
14.990;0.452623
15.000;0.45198
15.010;0.450947
15.020;0.450208
15.030;0.446713
15.040;0.445187
15.050;0.443488
15.060;0.441617
15.070;0.439552
15.080;0.437508
15.090;0.435293
15.100;0.432905
15.110;0.430323
15.120;0.427741
15.130;0.42518
15.140;0.422426
15.150;0.419672
15.160;0.416918
15.170;0.414163
15.180;0.411368
15.190;0.408979
15.200;0.406153
15.210;0.40588
15.220;0.403258
15.230;0.401021
15.240;0.398783
15.250;0.396526
15.260;0.394421
15.270;0.3927
15.280;0.39094
15.290;0.389583
15.300;0.387976
15.310;0.386925
15.320;0.386065
15.330;0.385185
15.340;0.384458
15.350;0.384095
15.360;0.383885
15.370;0.384057
15.380;0.384171
15.390;0.384859
15.400;0.385528
15.410;0.386368
15.420;0.38738
15.430;0.388565
15.440;0.389921
15.450;0.391448
15.460;0.393148
15.470;0.395039
15.480;0.39689
15.490;0.399145
15.500;0.401167
15.510;0.403573
