time;position
0.020;0.337980
0.024;0.337980
0.028;0.337980
0.032;0.337980
0.036;0.337980
0.040;0.337980
0.044;0.337980
0.048;0.337980
0.052;0.337980
0.056;0.337980
0.060;0.337980
0.064;0.337980
0.068;0.337980
0.072;0.337980
0.076;0.337980
0.080;0.337980
0.084;0.337980
0.088;0.337980
0.092;0.337980
0.096;0.337980
0.100;0.337980
0.104;0.337980
0.108;0.337980
0.112;0.337980
0.116;0.337980
0.120;0.337980
0.124;0.337980
0.128;0.337980
0.132;0.337980
0.136;0.337980
0.140;0.337980
0.144;0.337980
0.148;0.337980
0.152;0.337980
0.156;0.337980
0.160;0.337980
0.164;0.337980
0.168;0.337980
0.172;0.337980
0.176;0.337980
0.180;0.337980
0.184;0.337980
0.188;0.337980
0.192;0.337980
0.196;0.337980
0.200;0.337980
0.204;0.337980
0.208;0.337980
0.212;0.337980
0.216;0.337980
0.220;0.337980
0.224;0.337980
0.228;0.337980
0.232;0.337980
0.236;0.337980
0.240;0.337980
0.244;0.337980
0.248;0.337980
0.252;0.337980
0.256;0.337980
0.260;0.337980
0.264;0.337980
0.268;0.337980
0.272;0.337980
0.276;0.337980
0.280;0.337980
0.284;0.337980
0.288;0.337980
0.292;0.337980
0.296;0.337980
0.300;0.337980
0.304;0.337980
0.308;0.337980
0.312;0.337980
0.316;0.337980
0.320;0.337980
0.324;0.337980
0.328;0.337980
0.332;0.337980
0.336;0.337980
0.340;0.337980
0.344;0.337980
0.348;0.337980
0.352;0.337980
0.356;0.337980
0.360;0.337980
0.364;0.337980
0.368;0.337980
0.372;0.337980
0.376;0.337980
0.380;0.337980
0.384;0.337980
0.388;0.337980
0.392;0.337980
0.396;0.337980
0.400;0.337980
0.404;0.337938
0.408;0.338194
0.412;0.337980
0.416;0.337938
0.420;0.338194
0.424;0.337938
0.428;0.338194
0.432;0.337938
0.436;0.338152
0.440;0.338152
0.444;0.338194
0.448;0.337980
0.452;0.337938
0.456;0.338194
0.460;0.337938
0.464;0.338152
0.468;0.338152
0.472;0.338194
0.476;0.337938
0.480;0.338152
0.484;0.338152
0.488;0.338152
0.492;0.338152
0.496;0.338152
0.500;0.338152
0.504;0.338152
0.508;0.338152
0.512;0.338152
0.516;0.338152
0.520;0.338152
0.524;0.338152
0.528;0.338152
0.532;0.338152
0.536;0.338152
0.540;0.338152
0.544;0.338152
0.548;0.338152
0.552;0.338152
0.556;0.338152
0.560;0.338152
0.564;0.338152
0.568;0.338152
0.572;0.338152
0.576;0.338152
0.580;0.338152
0.584;0.338152
0.588;0.338152
0.592;0.338152
0.596;0.338152
0.600;0.338152
0.604;0.338152
0.608;0.338152
0.612;0.338152
0.616;0.338152
0.620;0.338152
0.624;0.338152
0.628;0.338152
0.632;0.338152
0.636;0.338152
0.640;0.338152
0.644;0.338152
0.648;0.338152
0.652;0.338152
0.656;0.338152
0.660;0.338152
0.664;0.338152
0.668;0.338152
0.672;0.338152
0.676;0.338152
0.680;0.338152
0.684;0.338152
0.688;0.338152
0.692;0.338152
0.696;0.338152
0.700;0.338152
0.704;0.338152
0.708;0.338152
0.712;0.338152
0.716;0.338152
0.720;0.338152
0.724;0.338152
0.728;0.338152
0.732;0.338152
0.736;0.338152
0.740;0.338152
0.744;0.338152
0.748;0.338152
0.752;0.338152
0.756;0.338152
0.760;0.338152
0.764;0.338152
0.768;0.338152
0.772;0.338152
0.776;0.338152
0.780;0.338152
0.784;0.338152
0.788;0.338152
0.792;0.338152
0.796;0.338152
0.800;0.338152
0.804;0.338152
0.808;0.338194
0.812;0.337938
0.816;0.338152
0.820;0.338152
0.824;0.338152
0.828;0.338152
0.832;0.338152
0.836;0.338152
0.840;0.338152
0.844;0.338194
0.848;0.337938
0.852;0.338152
0.856;0.338152
0.860;0.338194
0.864;0.337938
0.868;0.338152
0.872;0.338152
0.876;0.338152
0.880;0.338152
0.884;0.338152
0.888;0.338194
0.892;0.337938
0.896;0.338152
0.900;0.338152
0.904;0.338152
0.908;0.338152
0.912;0.338152
0.916;0.338152
0.920;0.338152
0.924;0.338152
0.928;0.338152
0.932;0.338152
0.936;0.338152
0.940;0.338194
0.944;0.337938
0.948;0.338152
0.952;0.338152
0.956;0.338152
0.960;0.338152
0.964;0.338152
0.968;0.338152
0.972;0.338152
0.976;0.338152
0.980;0.338152
0.984;0.338152
0.988;0.338152
0.992;0.338152
0.996;0.338152
1.000;0.338152
1.004;0.338152
1.008;0.338152
1.012;0.338152
1.016;0.338152
1.020;0.338152
1.024;0.338152
1.028;0.338152
1.032;0.338152
1.036;0.338152
1.040;0.338152
1.044;0.338152
1.048;0.338152
1.052;0.338152
1.056;0.338152
1.060;0.338152
1.064;0.338152
1.068;0.338152
1.072;0.338152
1.076;0.338152
1.080;0.338152
1.084;0.338152
1.088;0.338152
1.092;0.338152
1.096;0.338152
1.100;0.338152
1.104;0.338152
1.108;0.338152
1.112;0.338152
1.116;0.338152
1.120;0.338152
1.124;0.338152
1.128;0.338152
1.132;0.338152
1.136;0.338152
1.140;0.338152
1.144;0.338152
1.148;0.338152
1.152;0.338152
1.156;0.338152
1.160;0.338152
1.164;0.338152
1.168;0.338152
1.172;0.338152
1.176;0.338152
1.180;0.338152
1.184;0.338152
1.188;0.338152
1.192;0.338152
1.196;0.338152
1.200;0.338152
1.204;0.338152
1.208;0.338152
1.212;0.338152
1.216;0.338152
1.220;0.338152
1.224;0.338152
1.228;0.338152
1.232;0.338152
1.236;0.338152
1.240;0.338152
1.244;0.338152
1.248;0.338152
1.252;0.338152
1.256;0.338152
1.260;0.338152
1.264;0.338152
1.268;0.338152
1.272;0.338152
1.276;0.338152
1.280;0.338152
1.284;0.338152
1.288;0.338152
1.292;0.338152
1.296;0.338152
1.300;0.338152
1.304;0.338152
1.308;0.338152
1.312;0.338152
1.316;0.338152
1.320;0.338152
1.324;0.338152
1.328;0.338152
1.332;0.338152
1.336;0.338152
1.340;0.338152
1.344;0.338152
1.348;0.338152
1.352;0.338152
1.356;0.338152
1.360;0.338152
1.364;0.338152
1.368;0.338152
1.372;0.338152
1.376;0.338152
1.380;0.338152
1.384;0.338152
1.388;0.338152
1.392;0.338152
1.396;0.338152
1.400;0.338152
1.404;0.338152
1.408;0.338152
1.412;0.338152
1.416;0.338152
1.420;0.338152
1.424;0.338152
1.428;0.338152
1.432;0.338152
1.436;0.338152
1.440;0.338152
1.444;0.338152
1.448;0.338152
1.452;0.338152
1.456;0.338152
1.460;0.338152
1.464;0.338152
1.468;0.338152
1.472;0.338152
1.476;0.338152
1.480;0.338152
1.484;0.338152
1.488;0.338152
1.492;0.338152
1.496;0.338152
1.500;0.338152
1.504;0.338152
1.508;0.338152
1.512;0.338152
