Configuration 1:  

x: 0.056 	y: 2.5676775613225593 	sigma: 0.12709839124195674
x: 3.268 	y: 2.6295099382328115 	sigma: 0.13329342116701817
x: 6.524 	y: 2.6900666598518312 	sigma: 0.1395035198878023
x: 9.748 	y: 2.740792308240466 	sigma: 0.14481426201143846
x: 12.976 	y: 2.7934755584856013 	sigma: 0.1504349802891909
x: 16.208 	y: 2.797507979891513 	sigma: 0.15086960379118874
x: 19.428 	y: 2.8482238476086312 	sigma: 0.15638940182511535
x: 22.652 	y: 2.8566205036793275 	sigma: 0.1573128430235731
x: 25.88 	y: 2.865066813358087 	sigma: 0.1582444874770644
x: 29.084 	y: 2.8678933602532926 	sigma: 0.15855687537573512
x: 32.328 	y: 2.8878447725677847 	sigma: 0.16077065177055883
x: 35.536 	y: 2.865009354255542 	sigma: 0.1582381403335949
x: 38.784 	y: 2.8707254897457686 	sigma: 0.15887018920815893
