Configuration 2:  

x: 0.49 	y: 2.073983126073286 	sigma: 0.05818569532442833
x: 3.71 	y: 2.1224437817703303 	sigma: 0.06093659492598808
x: 6.92 	y: 2.1452644360207063 	sigma: 0.0622540281195025
x: 10.15 	y: 2.1714913585501385 	sigma: 0.06378550556535265
x: 13.35 	y: 2.1930065022642795 	sigma: 0.06505574130384786
x: 16.58 	y: 2.213775439047014 	sigma: 0.06629380108817602
x: 19.79 	y: 2.2341925293070206 	sigma: 0.06752226185495366
x: 23.0 	y: 2.2490003193580455 	sigma: 0.06842027658483571
x: 26.22 	y: 2.2718495126882794 	sigma: 0.06981759938329853
x: 29.43 	y: 2.2825526242507523 	sigma: 0.07047699676462045
x: 32.65 	y: 2.292452786934853 	sigma: 0.07108968527265368
x: 35.86 	y: 2.301527754123187 	sigma: 0.07165363450005342
x: 39.07 	y: 2.3088396233820805 	sigma: 0.07210963964441836
x: 42.28 	y: 2.3171212086104225 	sigma: 0.07262786805475104
