h1;h2;h3;h4;h5;h6;h7;h8
0.586864;0.559538;0.537177;0.509261;0.48505;0.460788;0.434128;0.408647
0.586876;0.559183;0.536844;0.509777;0.484887;0.460788;0.434137;0.409172
0.586715;0.559011;0.536328;0.510304;0.484534;0.460788;0.433965;0.409507
0.586383;0.558828;0.535812;0.510648;0.484371;0.460797;0.433793;0.410023
0.585867;0.558828;0.535307;0.511002;0.484018;0.460616;0.433612;0.410548
0.585363;0.558817;0.534608;0.511174;0.483846;0.460625;0.433612;0.4109
0.584663;0.559;0.534103;0.511356;0.483674;0.460453;0.433612;0.411072
0.584147;0.558989;0.533404;0.511346;0.483511;0.460281;0.433612;0.411244
0.583619;0.559172;0.532877;0.511538;0.483158;0.4601;0.433612;0.411416
0.583275;0.559161;0.532533;0.511366;0.482995;0.460109;0.433621;0.411596
0.58292;0.559322;0.532179;0.511194;0.482642;0.459937;0.43344;0.411604
0.582736;0.559666;0.532007;0.511032;0.48246;0.459765;0.433431;0.411432
0.582713;0.560021;0.531813;0.510699;0.48246;0.459593;0.433621;0.41126
0.583057;0.560182;0.531985;0.510172;0.48246;0.459412;0.43344;0.411096
0.583389;0.560537;0.532147;0.509828;0.48246;0.459421;0.433449;0.410752
