h0;h1;h2;h3;h4;h5;h6;h6p;h7;h8
0.43086;0.3932;0.350357;0.3053;0.26488;0.221192;0.176988;0.3139;0.268664;0.229443
0.430869;0.39302;0.350522;0.3053;0.26488;0.221192;0.176988;0.3139;0.268664;0.22962
0.430697;0.39302;0.35088;0.3053;0.26488;0.221192;0.176984;0.3139;0.268664;0.22962
0.430525;0.393028;0.350873;0.305306;0.26488;0.221192;0.177156;0.3139;0.268664;0.22962
0.430344;0.392856;0.351052;0.305128;0.26488;0.221192;0.177325;0.3139;0.268664;0.229625
0.430344;0.392684;0.351045;0.305122;0.264885;0.221192;0.177672;0.313906;0.268664;0.229453
0.430344;0.392512;0.351224;0.3053;0.264719;0.221192;0.177841;0.313734;0.268664;0.229281
0.430335;0.392348;0.351231;0.305294;0.264369;0.221188;0.178188;0.313569;0.268664;0.229109
0.430516;0.392012;0.351052;0.305472;0.264197;0.221364;0.17836;0.313218;0.268664;0.228941
0.430507;0.391488;0.351059;0.305472;0.26402;0.221364;0.178532;0.313046;0.268664;0.228593
0.430679;0.391136;0.350894;0.305466;0.264025;0.221364;0.178701;0.312874;0.268664;0.228425
0.43086;0.390964;0.350543;0.305571;0.263859;0.221364;0.179048;0.312709;0.268664;0.228081
0.430851;0.390792;0.350378;0.307702;0.263515;0.221364;0.17922;0.312364;0.268664;0.227737
0.431032;0.390612;0.350027;0.307874;0.263165;0.221364;0.179392;0.312027;0.268664;0.227393
0.431032;0.390612;0.349862;0.308046;0.262993;0.22136;0.179564;0.311498;0.268664;0.227049
0.431023;0.390612;0.349511;0.308224;0.262816;0.221536;0.179736;0.311326;0.268664;0.226705
0.431204;0.390612;0.349339;0.308224;0.262816;0.221536;0.179908;0.311154;0.268664;0.226361
0.431213;0.390604;0.349174;0.308218;0.262821;0.221536;0.180084;0.310988;0.268664;0.226017
0.431032;0.390768;0.348823;0.308396;0.262649;0.221536;0.180084;0.310719;0.268664;0.225673
0.431041;0.391112;0.348644;0.308396;0.262472;0.221536;0.180084;0.30823;0.268664;0.225329
0.430869;0.391456;0.348644;0.30839;0.262472;0.221536;0.180084;0.308058;0.268664;0.22498
0.430697;0.3918;0.348644;0.308568;0.262472;0.221536;0.180084;0.307806;0.268659;0.224808
0.430525;0.392152;0.348644;0.308574;0.262467;0.221536;0.180084;0.30995;0.268836;0.224641
0.430344;0.392324;0.348637;0.308396;0.262639;0.22154;0.180088;0.309778;0.268836;0.224292
0.430353;0.392504;0.348809;0.308396;0.262816;0.221364;0.179916;0.309674;0.268836;0.224116
0.430163;0.392496;0.348981;0.308402;0.262816;0.221364;0.179744;0.307536;0.268836;0.22412
0.430344;0.392668;0.349153;0.308224;0.262805;0.221364;0.179575;0.30753;0.268836;0.223944
0.430344;0.39284;0.349318;0.308224;0.263155;0.221364;0.179228;0.307628;0.268836;0.22394
0.430335;0.39302;0.349662;0.30823;0.263321;0.221364;0.179056;0.309932;0.268836;0.224116
0.430516;0.393028;0.350013;0.308126;0.263671;0.221368;0.178884;0.310288;0.268836;0.224112
0.430507;0.392864;0.350185;0.305994;0.263843;0.221192;0.178715;0.310356;0.268841;0.224288
0.430688;0.39252;0.35035;0.305822;0.26402;0.221192;0.178368;0.30839;0.268664;0.224279
0.430679;0.392168;0.350701;0.305644;0.264015;0.221192;0.178199;0.308556;0.268664;0.224628
0.430851;0.391996;0.350873;0.305644;0.264181;0.221192;0.177852;0.308826;0.268664;0.224795
0.431023;0.391824;0.351045;0.30565;0.264531;0.221196;0.17768;0.311308;0.268664;0.225143
0.431204;0.391652;0.351224;0.305478;0.264703;0.22102;0.177508;0.311652;0.268664;0.225311
0.431204;0.39148;0.351217;0.3053;0.26488;0.22102;0.177336;0.312002;0.268664;0.225655
0.431204;0.391316;0.351403;0.3053;0.264885;0.22102;0.17716;0.312242;0.268664;0.225999
0.431213;0.390972;0.351231;0.3053;0.264703;0.22102;0.177164;0.310379;0.268664;0.226343
0.431041;0.39062;0.351059;0.3053;0.26488;0.22102;0.176988;0.312677;0.268664;0.226682
0.43086;0.390432;0.350887;0.3053;0.264875;0.22102;0.176988;0.313199;0.268664;0.227207
0.430869;0.390604;0.350715;0.305294;0.265057;0.22102;0.176992;0.31355;0.268669;0.227375
0.430697;0.390768;0.350543;0.305472;0.26488;0.22102;0.176812;0.313734;0.268492;0.227719
0.430516;0.39112;0.350371;0.305472;0.264891;0.22102;0.176988;0.31355;0.268492;0.228063
0.430525;0.391292;0.350213;0.305466;0.264541;0.22102;0.176988;0.313722;0.268492;0.228407
0.430344;0.391464;0.34969;0.305644;0.264369;0.22102;0.176984;0.313894;0.268492;0.228751
0.430344;0.391636;0.349339;0.305638;0.264192;0.22102;0.177156;0.314072;0.268492;0.229099
0.430344;0.391808;0.349167;0.305816;0.264197;0.22102;0.177328;0.314072;0.268492;0.229271
0.430344;0.391972;0.348995;0.30581;0.264031;0.22102;0.1775;0.314078;0.268492;0.229443
0.430335;0.392308;0.348816;0.305988;0.263687;0.221016;0.177672;0.313913;0.268492;0.22962
0.430507;0.39284;0.348823;0.305982;0.263337;0.221192;0.177844;0.313562;0.268492;0.229615
0.430688;0.393012;0.348644;0.30616;0.263165;0.221192;0.178016;0.313384;0.268492;0.229792
0.430679;0.3932;0.348651;0.30616;0.262988;0.221192;0.178185;0.31339;0.268492;0.229792
0.430851;0.39302;0.348465;0.306154;0.262988;0.221192;0.178529;0.313218;0.268492;0.229797
0.431032;0.393028;0.348637;0.306332;0.262993;0.221188;0.178876;0.313053;0.268492;0.229625
0.431023;0.392856;0.348809;0.306332;0.262827;0.221364;0.179045;0.312715;0.268492;0.229448
0.431204;0.392684;0.348974;0.306332;0.262472;0.221364;0.179392;0.312186;0.268492;0.229457
0.431213;0.392504;0.349325;0.306332;0.262472;0.221364;0.179561;0.31202;0.268492;0.229109
0.431041;0.39252;0.349497;0.306332;0.262472;0.221364;0.179908;0.31167;0.268492;0.228941
0.43086;0.392176;0.349669;0.306332;0.262467;0.221364;0.180077;0.311498;0.268487;0.228597
0.430869;0.391832;0.349834;0.306326;0.262639;0.221364;0.180424;0.311332;0.268664;0.228253
0.430688;0.391488;0.350178;0.306449;0.262821;0.22136;0.1806;0.310995;0.268664;0.227909
0.430697;0.391144;0.350529;0.308052;0.262639;0.221536;0.180596;0.310535;0.268664;0.227565
0.430516;0.390792;0.350694;0.308052;0.262811;0.221536;0.180772;0.308334;0.268664;0.227221
0.430525;0.390612;0.351045;0.308052;0.262983;0.221536;0.180772;0.310116;0.268664;0.226877
0.430344;0.390612;0.351224;0.308058;0.263149;0.22154;0.180772;0.310116;0.268664;0.226533
0.430353;0.390612;0.351231;0.30788;0.263499;0.221364;0.180776;0.310122;0.268664;0.226189
0.430172;0.390612;0.351052;0.307886;0.263671;0.221364;0.180604;0.30995;0.268664;0.225845
0.430163;0.390604;0.351045;0.307708;0.263848;0.221364;0.180435;0.309846;0.268664;0.225501
0.430344;0.390776;0.351231;0.307714;0.263843;0.221364;0.180088;0.307634;0.268659;0.225157
0.430335;0.390948;0.351059;0.307536;0.264009;0.221364;0.179919;0.309766;0.268836;0.224808
0.430507;0.391112;0.350887;0.307536;0.264353;0.221364;0.179572;0.309938;0.268836;0.224641
0.430679;0.391449;0.350722;0.307536;0.264708;0.221368;0.179403;0.310116;0.268836;0.224292
0.430851;0.391972;0.350378;0.307536;0.264708;0.221192;0.179059;0.310184;0.268836;0.224116
0.431032;0.392324;0.350027;0.307536;0.264708;0.221188;0.178715;0.308218;0.268836;0.22412
0.431023;0.392496;0.349855;0.307536;0.264708;0.221368;0.178371;0.30831;0.268836;0.223944
0.431204;0.392668;0.349683;0.307536;0.264703;0.221192;0.178024;0.310792;0.268836;0.223944
0.431204;0.392848;0.349518;0.307604;0.264875;0.221192;0.177852;0.311136;0.268836;0.223944
0.431213;0.392848;0.349167;0.305571;0.265052;0.221192;0.177683;0.311486;0.268836;0.22394
0.431032;0.39284;0.348995;0.307776;0.265057;0.221192;0.177339;0.311733;0.268836;0.224112
0.431032;0.393012;0.348823;0.305816;0.264891;0.221192;0.176995;0.30976;0.268836;0.224284
0.431041;0.393192;0.348651;0.305816;0.264541;0.221192;0.176648;0.310104;0.268836;0.224456
0.430869;0.393208;0.348465;0.305816;0.264364;0.221196;0.176472;0.310373;0.268836;0.224628
0.430697;0.392864;0.348637;0.30581;0.264364;0.22102;0.176476;0.312855;0.268836;0.224795
0.430516;0.39252;0.348816;0.305982;0.264369;0.22102;0.176304;0.313212;0.268836;0.225139
0.430525;0.392176;0.348809;0.30616;0.264197;0.22102;0.176128;0.313281;0.268836;0.225483
0.430344;0.391832;0.348988;0.30616;0.264031;0.22102;0.176128;0.311314;0.268836;0.225827
0.430344;0.391472;0.348974;0.30616;0.263687;0.22102;0.176124;0.311411;0.268841;0.226171
0.430344;0.391472;0.349325;0.306154;0.263337;0.22102;0.176296;0.313722;0.268664;0.226515
0.430335;0.391488;0.34949;0.306265;0.26316;0.22102;0.176468;0.3139;0.268664;0.226859
0.430507;0.391144;0.349834;0.308286;0.26316;0.22102;0.17664;0.313906;0.268664;0.227203
0.430688;0.390784;0.350178;0.30651;0.263171;0.22102;0.176809;0.313803;0.268664;0.227542
0.430679;0.390792;0.350536;0.306332;0.262821;0.221016;0.177156;0.31167;0.268664;0.228067
0.43086;0.390612;0.350529;0.306271;0.262649;0.221192;0.177325;0.311417;0.268664;0.228235
0.430851;0.390604;0.350701;0.308052;0.262472;0.221192;0.177669;0.313556;0.268669;0.228579
0.431032;0.390761;0.350873;0.308052;0.262472;0.221192;0.178013;0.313562;0.268492;0.228927
0.431032;0.391284;0.351045;0.308126;0.262467;0.221192;0.178357;0.313397;0.268492;0.229099
0.431032;0.391644;0.351224;0.305994;0.262644;0.221192;0.178704;0.313053;0.268492;0.229271
0.431032;0.391636;0.351224;0.305816;0.262644;0.221188;0.178873;0.312702;0.268492;0.229443
0.431032;0.3918;0.351231;0.305822;0.262644;0.221364;0.17922;0.312537;0.268492;0.229615
0.431041;0.392152;0.351066;0.305644;0.262639;0.221364;0.179389;0.312186;0.268492;0.229792
0.430869;0.392324;0.350715;0.30565;0.262811;0.221364;0.179736;0.312014;0.268492;0.229792
0.430697;0.392496;0.350543;0.305472;0.262977;0.221364;0.179908;0.311842;0.268492;0.229797
0.430516;0.39266;0.350371;0.305472;0.263327;0.221364;0.18008;0.311683;0.268492;0.22962
0.430525;0.39302;0.350199;0.305472;0.263499;0.221364;0.180252;0.31116;0.268492;0.229625
0.430344;0.393028;0.350027;0.305478;0.263676;0.221364;0.180424;0.31081;0.268492;0.229453
0.430344;0.392848;0.349862;0.3053;0.263671;0.221364;0.1806;0.310638;0.268492;0.229285
0.430344;0.392856;0.349518;0.305294;0.263837;0.221364;0.180596;0.310466;0.268492;0.228937
0.430344;0.392684;0.349167;0.305472;0.264187;0.221364;0.180772;0.310288;0.268492;0.228769
0.430335;0.39252;0.348995;0.305399;0.264353;0.221364;0.180776;0.3103;0.268492;0.228425
0.430516;0.392168;0.348816;0.307536;0.264708;0.221364;0.1806;0.30995;0.268492;0.228081
0.430507;0.391996;0.348823;0.30753;0.264708;0.221364;0.1806;0.309772;0.268492;0.227737
0.430679;0.391824;0.348644;0.307708;0.264708;0.221364;0.180604;0.309772;0.268487;0.227393
0.43086;0.391668;0.348644;0.307702;0.264703;0.221364;0.180432;0.309766;0.268664;0.227049
0.430851;0.391136;0.348644;0.30788;0.264875;0.221368;0.18026;0.309938;0.268664;0.226705
0.431023;0.390964;0.348644;0.307874;0.265052;0.221192;0.180088;0.310116;0.268664;0.226361
0.431204;0.390792;0.34863;0.308052;0.265057;0.221192;0.179919;0.31011;0.268664;0.226017
0.431204;0.390612;0.348974;0.308046;0.264885;0.221192;0.179572;0.310282;0.268664;0.225673
0.431204;0.390604;0.349325;0.308224;0.264713;0.221192;0.179403;0.310454;0.268664;0.225329
0.431204;0.390776;0.349497;0.308218;0.264541;0.221192;0.179059;0.31062;0.268664;0.22498
0.431213;0.390948;0.349662;0.308396;0.264364;0.221192;0.178715;0.310964;0.268664;0.224813
0.431041;0.391128;0.350013;0.308396;0.264364;0.221192;0.178368;0.311314;0.268659;0.224464
0.430869;0.391112;0.350185;0.308396;0.264375;0.221192;0.178199;0.311486;0.268836;0.224292
0.430697;0.391464;0.35035;0.308396;0.264031;0.221192;0.177855;0.311652;0.268836;0.224116
0.430516;0.391628;0.350694;0.308396;0.263681;0.221192;0.177511;0.311996;0.268836;0.22412
0.430525;0.391972;0.351052;0.308396;0.263509;0.221192;0.177164;0.31234;0.268836;0.223944
0.430344;0.392316;0.351045;0.30847;0.263337;0.221192;0.176995;0.312683;0.268836;0.223944
0.430344;0.392668;0.351231;0.306332;0.26316;0.221192;0.176648;0.31304;0.268836;0.22394
0.430344;0.39284;0.351052;0.306332;0.263165;0.221192;0.176476;0.313109;0.268836;0.224116
0.430344;0.39302;0.351052;0.306338;0.262993;0.221192;0.176304;0.311136;0.268836;0.224112
0.430344;0.39302;0.351052;0.30616;0.262827;0.221192;0.176128;0.311417;0.268836;0.224284
0.430335;0.39302;0.351059;0.306166;0.262472;0.221192;0.176128;0.31355;0.268836;0.224451
0.430507;0.39302;0.350887;0.305994;0.262472;0.221192;0.176124;0.313722;0.268836;0.2248
0.430688;0.393028;0.350722;0.305816;0.262467;0.221192;0.1763;0.313975;0.268836;0.224967
0.430679;0.392848;0.350378;0.305822;0.262644;0.221192;0.176296;0.311842;0.268836;0.225311
0.430851;0.392864;0.350027;0.305644;0.262644;0.221188;0.176468;0.311664;0.268836;0.225655
0.431032;0.39252;0.349862;0.30565;0.262644;0.221364;0.17664;0.311595;0.268836;0.225999
0.431032;0.392176;0.349511;0.305472;0.262644;0.221368;0.176809;0.313556;0.268836;0.226343
0.431032;0.391832;0.349339;0.305472;0.262639;0.221192;0.177156;0.313562;0.268836;0.226687
0.431032;0.391488;0.349167;0.305472;0.262805;0.221192;0.177325;0.313472;0.268836;0.227031
0.431041;0.391136;0.349002;0.305405;0.263155;0.221188;0.177672;0.310982;0.268841;0.227375
0.430869;0.390964;0.348644;0.307438;0.263327;0.221364;0.177841;0.31081;0.268664;0.227719
0.430688;0.390784;0.348651;0.3053;0.263504;0.221364;0.178185;0.31057;0.268664;0.228063
0.430697;0.390792;0.348472;0.305294;0.263499;0.221368;0.178529;0.312358;0.268664;0.228411
0.430516;0.390612;0.348465;0.305472;0.263665;0.221192;0.178873;0.312192;0.268664;0.228579
0.430525;0.390612;0.348637;0.305472;0.264009;0.221192;0.179217;0.311917;0.268664;0.228927
0.430344;0.390604;0.348809;0.305466;0.264359;0.221188;0.179564;0.309619;0.268664;0.229099
0.430344;0.390776;0.348988;0.305644;0.264536;0.221364;0.179733;0.30909;0.268664;0.229271
0.430344;0.390948;0.348981;0.305644;0.264531;0.221364;0.18008;0.308844;0.268664;0.229448
0.430344;0.391105;0.349146;0.305638;0.264708;0.221368;0.180249;0.31081;0.268664;0.229448
0.430344;0.391636;0.349497;0.30581;0.264703;0.221192;0.1806;0.310638;0.268664;0.229443
0.430335;0.3918;0.349662;0.305988;0.26488;0.221192;0.180596;0.310472;0.268669;0.229625
0.430507;0.392152;0.350006;0.305982;0.264875;0.221192;0.180772;0.310122;0.268492;0.229448
0.430679;0.392324;0.350357;0.30616;0.265052;0.221192;0.180772;0.309944;0.268492;0.229453
0.430851;0.392496;0.350529;0.306154;0.265057;0.221192;0.180776;0.309944;0.268492;0.229281
0.431023;0.392668;0.350701;0.306332;0.264885;0.221192;0.1806;0.309944;0.268492;0.229109
0.431204;0.392848;0.350873;0.306258;0.264713;0.221196;0.180604;0.309938;0.268492;0.228941
0.431204;0.39284;0.351052;0.308396;0.264536;0.22102;0.180432;0.310116;0.268492;0.228593
0.431204;0.393028;0.351052;0.30839;0.264541;0.221016;0.180263;0.310122;0.268492;0.228425
0.431213;0.392856;0.351045;0.308568;0.264369;0.221192;0.179916;0.309938;0.268492;0.228081
0.431032;0.392684;0.351231;0.308574;0.264197;0.221192;0.179744;0.31011;0.268492;0.227737
0.431032;0.392512;0.351059;0.308396;0.264025;0.221196;0.179575;0.310276;0.268492;0.227393
0.431041;0.39234;0.350887;0.308396;0.263859;0.22102;0.179231;0.31062;0.268492;0.227049
0.430869;0.392176;0.350715;0.308396;0.263509;0.221016;0.178884;0.31097;0.268492;0.226705
0.430688;0.391824;0.350543;0.308396;0.263332;0.221192;0.178715;0.311142;0.268487;0.226361
0.430697;0.39166;0.350378;0.308402;0.263337;0.221192;0.178368;0.311314;0.268664;0.226013
0.430525;0.391308;0.350027;0.30823;0.263171;0.221192;0.178196;0.31148;0.268664;0.225845
0.430353;0.391144;0.349862;0.308058;0.262821;0.221192;0.178024;0.311824;0.268664;0.225501
0.430172;0.390784;0.349511;0.30788;0.262644;0.221192;0.177855;0.312168;0.268664;0.225153
0.430163;0.390784;0.349346;0.30788;0.262649;0.221192;0.177508;0.312511;0.268664;0.22498
0.430344;0.390784;0.348995;0.307886;0.262472;0.221192;0.177332;0.312862;0.268664;0.224813
0.430335;0.390784;0.348823;0.307708;0.262472;0.221188;0.177336;0.313034;0.268664;0.22446
0.430516;0.390776;0.348644;0.307714;0.262467;0.221364;0.177164;0.313206;0.268664;0.224464
0.430507;0.390948;0.348644;0.307542;0.262644;0.221364;0.176988;0.313378;0.268664;0.224288
0.430679;0.39112;0.348644;0.307364;0.262644;0.221364;0.176988;0.31355;0.268664;0.224288
0.43086;0.391284;0.348644;0.307432;0.262644;0.221364;0.176992;0.313722;0.268664;0.224288
0.430851;0.391628;0.348637;0.305472;0.262633;0.221364;0.176816;0.3139;0.268664;0.224288
0.431032;0.391972;0.348809;0.305472;0.262983;0.221364;0.176812;0.313906;0.268664;0.224284
0.431032;0.392324;0.348981;0.305472;0.26316;0.221364;0.176988;0.313728;0.268664;0.22446
0.431032;0.392496;0.349153;0.305472;0.263149;0.221364;0.176984;0.313728;0.268659;0.224456
0.431032;0.392668;0.349318;0.305472;0.263499;0.221364;0.177156;0.313728;0.268836;0.224623
0.431032;0.392848;0.349669;0.305466;0.263671;0.221364;0.177328;0.313734;0.268836;0.224972
0.431041;0.392848;0.349834;0.305644;0.263843;0.221364;0.1775;0.313569;0.268841;0.225139
0.430869;0.392848;0.350185;0.305638;0.264015;0.22136;0.177672;0.313218;0.268664;0.225487
0.430697;0.392848;0.350357;0.305816;0.264187;0.22154;0.177844;0.313046;0.268664;0.225655
0.430516;0.392856;0.350529;0.305816;0.264359;0.221364;0.178016;0.312874;0.268664;0.225999
0.430525;0.392684;0.350701;0.30581;0.264531;0.221364;0.178188;0.312702;0.268664;0.226343
0.430344;0.39252;0.350873;0.305988;0.264708;0.221364;0.178357;0.312543;0.268664;0.226687
0.430344;0.392168;0.351052;0.305982;0.264703;0.221364;0.178704;0.312089;0.268664;0.227031
0.430344;0.392004;0.351052;0.30616;0.26488;0.221364;0.178876;0.309784;0.268664;0.227375
0.430335;0.39166;0.351052;0.306154;0.26488;0.221364;0.179045;0.309434;0.268664;0.227723
0.430516;0.391308;0.351059;0.306332;0.26488;0.221368;0.179392;0.309194;0.268664;0.227891
